t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
0.78,(-0.7848740476213468+0.0009336490236742448j),(1.8442464782723895-2.1807092289348655j),(-0.23736962688719096-0.054548674416114766j),(-3.5317593140054724+0.8589470562152934j),(3.005823896080718-2.7618215830591777j),(3.11328335978055-2.392483292294877j),(-0.491172517651605+0.037673210384182663j),(0.11953794666578951+0.5021480171385965j),(-0.19310545393172746-2.6171748954334153j),(6.069613313209473+5.983932875632038j),(0.4930098492237106-2.283221732343251j),(0.3171438431143571-1.0155974467048563j),(1.9229633520477898-0.5368781895774217j),(-1.8885951311165372+0.29850060809088785j),(0.343888248631571-0.9682631800250374j),(-0.038816169103501226+0.18437021024058142j),(-1.219426678836729-3.303085251107453j),(-3.6820815140079177-0.5153462196947535j),(0.026256809669352836+0.6718812917079061j),(-0.7994536557333024+1.2625832197218396j),(-0.7848740476213468+0.0009336490236742448j),(1.8442464782723895-2.1807092289348655j)
0.79,(-0.8286016629211677-0.03759242777346025j),(1.9048048736506764-2.2238459447056895j),(-0.22558819682836667-0.0068809701609656646j),(-3.4435987182965264+1.031944311994482j),(3.1329156457645757-2.7905985050662356j),(3.231014923673915-2.4163921641021906j),(-0.4833237831388698+0.030861501633559323j),(0.11396999725087782+0.49494633066794474j),(0.03351403691806196-2.5213772708131654j),(5.4069528954450545+5.855262407692842j),(0.4692058288755387-2.316618636576611j),(0.29827338286449-1.0428325950013613j),(1.9047120442379382-0.5666191226233386j),(-1.8800940703230324+0.3155065432216618j),(0.34421630073862397-0.9662116175853906j),(-0.05092180288731608+0.16874558782108645j),(-1.38967835075014-3.2131702626995167j),(-3.756721524986118-0.32749476121978444j),(0.043569016886510034+0.6710010478655988j),(-0.7625376085154671+1.2452560587782902j),(-0.8286016629211677-0.03759242777346025j),(1.9048048736506764-2.2238459447056895j)
0.8,(-0.8746417466931055-0.08039254723628746j),(1.9716683004705327-2.2674609757817374j),(-0.2095106429925228+0.03968234675631024j),(-3.3393334452535233+1.1947464298238732j),(3.2727518683485237-2.8142593001561362j),(3.3601777210832946-2.435021589552203j),(-0.47534906641439506+0.024112520253299265j),(0.10834548277164123+0.4874667957090485j),(0.22813358688062194-2.413497472261283j),(4.817009640260964+5.678247625158689j),(0.44405442828253994-2.351647987244791j),(0.2781119248996721-1.071349886268382j),(1.885206496653298-0.5959249662798166j),(-1.8709881884395774+0.33232714497529536j),(0.34434741895022175-0.9641756999407055j),(-0.0631371396484632+0.15266459115617714j),(-1.5560355226422036-3.103553295800746j),(-3.8143011454981464-0.12509638172386844j),(0.060629989682669444+0.6697548129437054j),(-0.726740379750109+1.2265094292428207j),(-0.8746417466931055-0.08039254723628746j),(1.9716683004705327-2.2674609757817374j)
0.81,(-0.9229838861958554-0.12803347260244854j),(2.045483962071755-2.311208031884785j),(-0.1893819664607044+0.08449738706483825j),(-3.220723308316859+1.3450669667316089j),(3.4262527510585654-2.831012219021168j),(3.501523368199037-2.4466745738697964j),(-0.46726362896616075+0.017436463298324614j),(0.10266810718450234+0.47971119743846014j),(0.39345507840570243-2.2997665003399983j),(4.297068923971389+5.469582012357064j),(0.41739476762356703-2.3883985531398704j),(0.2565512649175644-1.1011933887473981j),(1.8644611852070172-0.6246990867494371j),(-1.8612805375425625+0.34892476432548314j),(0.3442654016838288-0.9621639681113694j),(-0.07545638149378074+0.13613814349912623j),(-1.715068758574743-2.9740574757192517j),(-3.8516294607519743+0.08957962995432409j),(0.07739463905346922+0.6681693252344315j),(-0.6921237133004804+1.206444323571317j),(-0.9229838861958554-0.12803347260244854j),(2.045483962071755-2.311208031884785j)
0.8200000000000001,(-0.9735649103734375-0.18115775371666518j),(2.1269560163202668-2.3546326921139715j),(-0.16556872357098312+0.12698802050780153j),(-3.0899327098165332+1.4810384200769457j),(3.594220466979587-2.8386607232488963j),(3.655673250821661-2.4492882967313916j),(-0.4590835462720276+0.0108433215925479j),(0.09694202930119442+0.4716822361026785j),(0.5327919388173761-2.1847808697065347j),(3.8418668309886868+5.2424134405969465j),(0.38904828761826094-2.4269598600897653j),(0.23347154495890438-1.1324056262818378j),(1.8425004328559353-0.6528442338737915j),(-1.8509779087203364+0.36526145271318156j),(0.3439541228369841-0.9601850965020222j),(-0.08787435087009467+0.11917890396998863j),(-1.8631602298417551-2.825284695003986j),(-3.865899223669092+0.3134357234746793j),(0.0938209157148774+0.6662737754562896j),(-0.658738624752534+1.1851653634586274j),(-0.9735649103734375-0.18115775371666518j),(2.1269560163202668-2.3546326921139715j)
0.8300000000000001,(-1.026250566544636-0.24049066675422853j),(2.2168429005703394-2.3971466342786916j),(-0.13853625638144954+0.16667254982290716j),(-2.949407501647565+1.601291307016941j),(3.7772306042728134-2.834549493048567j),(3.8230155373372576-2.440390573954194j),(-0.4508255791245979+0.004342786011562309j),(0.09117185752202768+0.463383517056495j),(0.6495944595109524-2.071742817303486j),(3.444885158076416+5.00662437410411j),(0.3588168509820905-2.467421398490399j),(0.20873985549791485-1.1650268847460168j),(1.8193585877999863-0.6802638034614473j),(-1.8400908930630986+0.38129939394314916j),(0.34339762565782583-0.9582477960622482j),(-0.10038663693636332+0.10180120712744178j),(-1.9967068988790635-2.658715958010794j),(-3.854950129843323+0.5426005574669616j),(0.10987014492557369+0.664099322338983j),(-0.6266252591548288+1.1627794318465516j),(-1.026250566544636-0.24049066675422853j),(2.2168429005703394-2.3971466342786916j)
0.84,(-1.08081217432909-0.306845773754995j),(2.3159500301156166-2.437996783371006j),(-0.10881988792493798+0.20318182681104122j),(-2.801738009217658+1.7049918184187673j),(3.9754931217946265-2.815525804569561j),(4.003575309551517-2.417072008413287j),(-0.4425070402408669-0.0020558419591502446j),(0.0853626404184451+0.45481953653713986j),(0.7471537664694768-1.962765503346998j),(3.0992915968750534+4.769361493773793j),(0.32648062172025377-2.5098715885062375j),(0.1822087047475388-1.199094333039719j),(1.7950800227011452-0.706863134005072j),(-1.8286338823778119+0.3970013440490367j),(0.3425802120817541-0.9563607136711314j),(-0.11298972912428336+0.08402100035350393j),(-2.112404934253311-2.476703684476869j),(-3.817504242252156+0.7726397243931882j),(0.12550726881704063+0.6616785933811684j),(-0.5958129660237111+1.1393943619532718j),(-1.08081217432909-0.306845773754995j),(2.3159500301156166-2.437996783371006j)
0.85,(-1.1368972496598448-0.38112777013763455j),(2.4251157010570554-2.4762289897129346j),(-0.0769934975998795+0.23626768880281307j),(-2.6495232015277908+1.7918376737995814j),(4.188706261268762-2.777924132791945j),(4.1968807267871275-2.3759791910179695j),(-0.43414565761974017-0.008343734315093955j),(0.07951985316695578+0.4459956632804469j),(0.8284525453812925-1.8591424371195393j),(2.798477074774074+4.535593095993628j),(0.2917957048845196-2.554396444149905j),(0.15371434975606116-1.2346409170836163j),(1.7697189480180888-0.7325508081124603j),(-1.8166250086888112+0.4123310696939584j),(0.3414865272787153-0.9545323288423379j),(-0.1256811357617218+0.06585578041780227j),(-2.2075048755245676-2.282388032256835j),(-3.7533363499844996+0.9988110560960903j),(0.1407009996647829+0.6590451861657397j),(-0.5663205691843236+1.1151177139847301j),(-1.1368972496598448-0.38112777013763455j),(2.4251157010570554-2.4762289897129346j)
0.86,(-1.1939931150119634-0.4643306540098957j),(2.545187295464771-2.5106462533847953j),(-0.04363885689626762+0.26580198156671464j),(-2.495249191902543+1.862017293847452j),(4.41577701438289-2.717609578398024j),(4.401706498874503-2.313370905330105j),(-0.4257594361287093-0.01451261429371368j),(0.07364937989549689+0.43691811612908305j),(0.8961057350370765-1.7615790245136782j),(2.5363580305239455+4.308628174020003j),(0.2544915321276829-2.6010778646621517j),(0.12307498673800558-1.2716939765645126j),(1.7433390381069016-0.7572399276075925j),(-1.8040860232989702+0.42725377555856153j),(0.34010163938051885-0.9527708488699704j),(-0.13845948580257458+0.04732453051660151j),(-2.2800319741605297-2.079527270834583j),(-3.663353842777293+1.2163727604614114j),(0.1554238901618672+0.6562331838098061j),(-0.5381568050951082+1.0900556635634437j),(-1.1939931150119634-0.4643306540098957j),(2.545187295464771-2.5106462533847953j)
0.87,(-1.2513827271194489-0.5575284098062843j),(2.676984023170088-2.539762266684268j),(-0.009318527308744294+0.2917675857752275j),(-2.341191568691246+1.9161413068190132j),(4.654671352418163-2.630062371150315j),(4.615944637938385-2.2252016284888048j),(-0.4173665187931462-0.020554826940040277j),(0.06775749206175523+0.427593937823045j),(0.9523566557243829-1.670371524568497j),(2.307503940375222+4.090547809759739j),(0.2142679832026019-2.649991466328546j),(0.09008880258415035-1.3102735239288879j),(1.7160128745737613-0.7808493310660197j),(-1.7910421179009202+0.4417365114095169j),(0.3384111145749405-0.951084103543453j),(-0.15132461188920487+0.028447658968242345j),(-2.328941813188469-1.8722542775124735j),(-3.549564420731606+1.4209123024453063j),(0.16965232877418618+0.653276695972987j),(-0.5113209010416015+1.0643120191192603j),(-1.2513827271194489-0.5575284098062843j),(2.676984023170088-2.539762266684268j)
0.88,(-1.3080925048833791-0.661854339068382j),(2.8212415127771684-2.561752327793567j),(0.0254457939987427+0.3142435937260325j),(-2.1893465219820505+1.9551572216843982j),(4.9019130960073625-2.5106835577648545j),(4.836152963638143-2.1074346702932325j),(-0.40898504922903384-0.026463401739215534j),(0.061850823039944484+0.41803096519785826j),(0.9991025591100515-1.5855426375952009j),(2.10716640235452+3.8825494545760897j),(0.1707922413244574-2.7012038497527198j),(0.05453189625644449-1.3503901131518277j),(1.6878212172044225-0.8033047235890364j),(-1.7775216918611787+0.45574855013141674j),(0.33640108795511936-0.9494794405556418j),(-0.16427761316600592+0.009246940593169162j),(-2.354188320191482-1.664774892390252j),(-3.414915339830449+1.6086630319975943j),(0.1833664696512096+0.6502094345139893j),(-0.48580326384721184+1.0379873789097578j),(-1.3080925048833791-0.661854339068382j),(2.8212415127771684-2.561752327793567j)
0.89,(-1.3628328583661473-0.7784635011181004j),(2.978531636998781-2.574405652793863j),(0.06018860770304439+0.3333870404554626j),(-2.041391377812014+1.9802579182829545j),(5.152677212255808-2.3550278927263695j),(5.057664903714833-1.9562435251495807j),(-0.4006330366043194-0.032232106716096595j),(0.05593633914701986+0.40823779604515936j),(1.0379330267406757-1.5069373024687243j),(1.9312457005678023+3.685205744780394j),(0.1236953921949985-2.7547691763649005j),(0.016156088615017668-1.392042212013623j),(1.6588521183503493-0.8245396908767301j),(-1.763556071274762+0.4692617289168006j),(0.33405833069162033-0.9479636227161566j),(-0.17732089646264573-0.010254538383612465j),(-2.356676670339787-1.4610889658013546j),(-3.2630567707268052+1.7767200313247478j),(0.19655010736358747+0.64706433052147j),(-0.46158625032399253+1.011178432278569j),(-1.3628328583661473-0.7784635011181004j),(2.978531636998781-2.574405652793863j)
0.9,(-1.4139341454742442-0.9084705958591183j),(3.1491490570431213-2.575086808626654j),(0.09450965519264068+0.3494134443712924j),(-1.8986717189703546+1.992792929059214j),(5.400422716060351-2.1593770506245917j),(5.274275868619433-1.7685626322869874j),(-0.3923282244378461-0.03785549354687264j),(0.05002130739046773+0.3982237529128483j),(1.0701719636842617-1.4342916329109903j),(1.7762329374809198+3.498658978933856j),(0.07256879399817559-2.8107249033957555j),(-0.025313346782647177-1.4352129760024979j),(1.6291999016452754-0.8444965730415948j),(-1.749179186635133+0.48225074699608783j),(0.33137031424404495-0.9465427280656307j),(-0.19045819467229227-0.030032431293171284j),(-2.3381314083086044-1.2647458737698853j),(-3.098050252828287+1.9231646584369217j),(0.20919050699860062+0.6438731971762675j),(-0.43864499232096305+0.9839774044359991j),(-1.4139341454742442-0.9084705958591183j),(3.1491490570431213-2.575086808626654j)
0.91,(-1.4592865912953499-1.052863256528409j),(3.332977454371793-2.560717840223043j),(0.1280773682510903+0.3625779907994113j),(-1.76221010868678+1.9941890033806646j),(5.636979848620647-1.9213498055881417j),(5.4783585382676465-1.5426413755228372j),(-0.3840879644508398-0.04332893337537015j),(0.044113260266854096+0.38799884413730706j),(1.0969182105897592-1.3672805745648726j),(1.6391412653968398+3.3227630492901787j),(0.01696027080787884-2.869086498720847j),(-0.07017997984861005-1.479866304720606j),(1.5989640301126742-0.86312717795565j),(-1.7344272169306785+0.4946934146900537j),(0.32832527244369714-0.9452220539700483j),(-0.20369456136402636-0.050061177483873176j),(-2.300901130951974-1.0786649964702737j),(-2.924064750976826+2.0470850529654885j),(0.22127819994635292+0.6406664408247498j),(-0.41694825165021226+0.9564716395917562j),(-1.4592865912953499-1.052863256528409j),(3.332977454371793-2.560717840223043j)
0.92,(-1.4962898436418905-1.212375936696726j),(3.529311269778464-2.5277940653061077j),(0.16062781297365952+0.373158646033356j),(-1.6327305278010837+1.9858837974312102j),(5.852839550658469-1.640596799174136j),(5.661166248005683-1.278665929401185j),(-0.3759290965773263-0.04864864317388125j),(0.03821995798256237+0.3775737224081895j),(1.1190822224673003-1.3055499468522143j),(1.5174359444036878+3.1571850577520664j),(-0.04362978283542426-2.929840926291863j),(-0.11877846824209586-1.5259420433029653j),(1.5682478919045895-0.8803933190311171j),(-1.7193382086274684+0.5065708501093551j),(0.3249122623540243-0.9440060262609334j),(-0.21703634089140306-0.07031404419634293j),(-2.247732410817642-0.9050429036524499j),(-2.7451091616677354+2.1484978887726798j),(0.2328067551452702+0.6374728208238832j),(-0.3964592831168201+0.9287433137415354j),(-1.4962898436418905-1.212375936696726j),(3.529311269778464-2.5277940653061077j)
0.93,(-1.5218301856674097-1.3873178376736537j),(3.7366365640286974-2.472459673559371j),(0.19196035329295624+0.38144194392192243j),(-1.510692737609445+1.969274187048343j),(6.037769684744905-1.3194319651484592j),(5.813432945507575-0.9793049910392954j),(-0.36786783612000185-0.053811702631554076j),(0.032349348504980814+0.36695964116720936j),(1.1374179789731431-1.2487376193100652j),(1.40896894833276+3.0014773431296256j),(-0.10975224968126679-2.9929386603526216j),(-0.17147663467748725-1.5733501728537673j),(1.537157533947892-0.8962671679435458j),(-1.7039516783127808+0.5178676214309905j),(0.3211212248478071-0.9428981144794734j),(-0.23049111349345738-0.09076316405930676j),(-2.1815476837354666-0.7453390223115308j),(-2.564823957122853+2.228202867746754j),(0.24377253471921873+0.6343192571960794j),(-0.3771366871057144+0.900869265800539j),(-1.5218301856674097-1.3873178376736537j),(3.7366365640286974-2.472459673559371j)
0.9400000000000001,(-1.5323100776163592-1.5773556930134753j),(3.952387565619224-2.3906724101919923j),(0.2219312080226629+0.3877117231250418j),(-1.3963315417811821+1.9456789082280346j),(6.181742080206276-0.9632463155690967j),(5.926246234912779-0.6500391375469955j),(-0.3599196689103815-0.058816061689621994j),(0.026509525883241066+0.3561684091367311j),(1.1525500968990259-1.196487097225209j),(1.311920403469195+2.85512787411048j),(-0.18201288720015674-3.058283954311115j),(-0.22867721392552534-1.6219638169926491j),(1.5058003745957034-0.9107314186388642j),(-1.688308207757732+0.5285718342727724j),(0.3169430458268105-0.9419007542822808j),(-0.2440676151338982-0.11137956871998608j),(-2.105251587428938-0.6003246514492941j),(-2.386342878884606+2.2876006636202972j),(0.2541744419203824+0.6312306839195804j),(-0.358935236479755+0.8729209340308876j),(-1.5323100776163592-1.5773556930134753j),(3.952387565619224-2.3906724101919923j)
0.9500000000000001,(-1.5237537742352012-1.7812969703661954j),(4.172774982877598-2.2784584710080797j),(0.25044590722182153+0.39224074859118035j),(-1.2896970054111436+1.9163140539580688j),(6.276076195371149-0.5805269170029188j),(5.992097700485718-0.29911621951250283j),(-0.35209925519986324-0.0636605389694103j),(0.020708687301952515+0.34521234326260103j),(1.1649965191001483-1.1484558744378748j),(1.2247475233030634+2.717595002092263j),(-0.2610753836926814-3.125723061519193j),(-0.2908190428766186-1.671610879111991j),(1.4742839259919216-0.923779264741278j),(-1.6724490398324987+0.538675165192153j),(0.31236961894922194-0.9410152780737491j),(-0.2577756320928396-0.13213321943550668j),(-2.021581233027519-0.4701773458624562j),(-2.2122270054324944+2.328502154974766j),(0.2640136681727524+0.628229944771645j),(-0.3418066657521829+0.8449643837346985j),(-1.5237537742352012-1.7812969703661954j),(4.172774982877598-2.2784584710080797j)
0.96,(-1.4920205916314786-1.9968247371448942j),(4.392582055152785-2.1323205891681423j),(0.27745143346440454+0.39528492929728803j),(-1.1906928349248664+1.8822793342951178j),(6.314595408507338-0.18237406710722046j),(6.005917446531251+0.06295404985440971j),(-0.3444203428748605-0.06834481145401806j),(0.014955089348740673+0.3341042203395726j),(1.17518731708254-1.104320225839064j),(1.1461408331676264+2.588331007699377j),(-0.3476634661782746-3.195030086011727j),(-0.35837738544157133-1.7220641212720824j),(1.442714555325847-0.9354141979319155j),(-1.6564156831117054+0.5481728436934427j),(0.30739391062201377-0.9402418549438456j),(-0.27162587061737387-0.1529930357639668j),(-1.9330041620610452-0.35459634758939923j),(-2.044455649946337+2.352952458061862j),(0.2732934448593292+0.625337728015611j),(-0.3257004134887277+0.8170604118681458j),(-1.4920205916314786-1.9968247371448942j),(4.392582055152785-2.1323205891681423j)
0.97,(-1.4331513355689927-2.2202967392333273j),(4.605133267827689-1.9497672559932666j),(0.30292860877177896+0.39707972881759046j),(-1.099111159639768+1.8445528142574332j),(6.294539641468556+0.21847388323461853j),(5.965858361770882+0.4243436759356494j),(-0.3368956904572814-0.07286939588620561j),(0.009257003986352194+0.32285722756804236j),(1.1834801776231139-1.063777612796267j),(1.074987057404558+2.4667976795108006j),(-0.4425615040723442-3.265890140310079j),(-0.43186298099844656-1.7730295073761484j),(1.4111963116115507-0.9456496397654713j),(-1.6402495321900221+0.5570635862894558j),(0.3020100278596271-0.9395794410081959j),(-0.2856298022565511-0.17392692379780078j),(-1.8416612719728807-0.2529234023042472j),(-1.8844615283961603+2.3630823561154033j),(0.28201880436685506+0.6225725358473749j),(-0.3105643115859076+0.7892647144530186j),(-1.4331513355689927-2.2202967392333273j),(4.605133267827689-1.9497672559932666j)
0.98,(-1.3438188410204057-2.446696710333398j),(4.8025347570772094-1.72986915025038j),(0.32688508767692165+0.3978383298471642j),(-1.01466279889785+1.8039919423201847j),(6.217001565071274+0.6089583348407924j),(5.873624944874976+0.773138386802048j),(-0.32953700022392746-0.0772356224322067j),(0.003622674722254986+0.3114849122688792j),(1.1901731120965109-1.0265475171223317j),(1.0103378779014025+2.3524762696667825j),(-0.546612865325098-3.3378795177855634j),(-0.5118192781261599-1.8241326698362326j),(1.379829841249968-0.9545084235460471j),(-1.6239915097458104+0.5653494870971769j),(0.2962132894083117-0.9390257412654978j),(-0.2997994858562195-0.19490180566941434j),(-1.7493468642248042-0.16425558934322632j),(-1.7331933892642037+2.3609933449143545j),(0.2901963538364463+0.6199506843545196j),(-0.2963452174137759+0.7616281033009896j),(-1.3438188410204057-2.446696710333398j),(4.8025347570772094-1.72986915025038j)
0.99,(-1.2218810392012254-2.6697105357904034j),(4.976073408555096-1.4738637101690804j),(0.3493491548891192+0.3977511317059994j),(-0.9370027248127543+1.7613389478965291j),(6.086769644292069+0.9770784152731629j),(5.734254782062509+1.0985922533362606j),(-0.32235486165697885-0.08144560123332266j),(-0.0019397265372801042+0.30000113096012j),(1.195514867397142-0.9923712660204952j),(0.9513837500010673+2.2448735129825397j),(-0.6607150530968291-3.4104426674116963j),(-0.5988171639297151-1.8749034334799994j),(1.3487114116298975-0.962022146160275j),(-1.6076817353035668+0.573035870135536j),(0.29000030028933244-0.938577184100237j),(-0.31414736757196726-0.215883652320383j),(-1.6575162094744562-0.0875425704876821j),(-1.591192104872946+2.348676221615708j),(0.29783406409551855+0.6174863297526877j),(-0.2829895867846677+0.7341967595095545j),(-1.2218810392012254-2.6697105357904034j),(4.976073408555096-1.4738637101690804j)
