t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000,B02_A_0001
0.96,(0.01142492917189527+0.017944581294263115j),(0.0006132425016475504+0.004784127202249521j),(-3.680947550321011e-10+3.463153742585992e-11j),(-0.0015132394702613214+0.004111144192921239j),(-0.002563635978113734-0.00021405418451143346j),(1.0360501841357965e-05+2.2345942185208393e-05j),(-1.8297729014832118e-05+1.628158886595256e-05j),(0.013860536758165185+0.0222216598677728j),(0.0004551959316428629+0.004925118546456223j),(-0.008613161143408331-0.0036089750106521076j),(0.0002256904400914845+0.00019359132854886507j),(-0.00085901859773574+0.0020596712020791927j),(-0.03035690029547057+0.005203201638793192j),(0.0007170779503121365+0.0006197774360313825j),(0.08791239880817762-0.006040930320867641j),(-0.0014425440888121057+0.03992561294667682j),(1.8606391305160732e-08-3.3412960966889125e-08j),(0.011153053706326794+0.019645339811110142j),(4.2493881305327274e-05+0.004323002554031714j)
0.97,(0.014302929122619656+0.015734056002555567j),(0.0007143560887544002+0.003922068411196348j),(-2.954376346274763e-10-6.282469780842388e-11j),(-0.0014171411200290028+0.003583302091938716j),(-0.0021185112266362575+6.173201203225247e-06j),(1.2103299799879213e-05+1.5770149692412294e-05j),(-1.9972200625294536e-05+1.0630263671692337e-05j),(0.017522874776137967+0.01954287068383599j),(0.0006278864453977003+0.004039795199512189j),(-0.009227581350189017-0.0019780655416971413j),(0.0002681414284077091+0.00012970224649528053j),(-0.0011411190286677786+0.001866743595181089j),(-0.028854373997434804+0.0042214618762906j),(0.000630555290630546+0.0007632466243036021j),(0.08582373460026695-0.008848045321026315j),(0.0032559458852034493+0.03806979662206679j),(3.9456248081351214e-08-3.044455581793583e-08j),(0.014339586156429648+0.01747790195967781j),(0.0002459471887092686+0.0035667672014943444j)
0.98,(0.016770037278450025+0.013057837304581635j),(0.0007542126849981957+0.003186018806079157j),(-2.180937203299629e-10-1.2178464996728994e-10j),(-0.0013244088646091321+0.0031020472223170187j),(-0.001724446702696088+0.00016237844490274054j),(1.2354794745500749e-05+1.0136281985482307e-05j),(-2.0363703849113376e-05+5.103645181989474e-06j),(0.020687383295987315+0.016254833633301834j),(0.0007206901494633171+0.003279231488695418j),(-0.009534066344694697-0.00024012686654521775j),(0.0002937959396503546+5.6738127626443645e-05j),(-0.0013889321160968705+0.001636623534020601j),(-0.027318781236814055+0.0032857050601434387j),(0.0005184444607043436+0.0008966190171741422j),(0.08341428920866717-0.011497468420994195j),(0.007534023904553246+0.03567690457644997j),(6.354121192858575e-08-1.723371615193559e-08j),(0.0171223800547607+0.014787872562072358j),(0.00037507423630162153+0.002913979176409448j)
0.99,(0.018747734258451654+0.00999398833999519j),(0.0007494917517807292+0.002564564700829879j),(-1.4494722562335984e-10-1.506226114912869e-10j),(-0.0012343517276850154+0.002666476526234041j),(-0.0013812651788771796+0.00026596879194860424j),(1.1534514901532005e-05+5.558270298483332e-06j),(-1.9576005716286125e-05-5.8127066013244686e-08j),(0.023248842040040383+0.012451838911139313j),(0.0007533215768341082+0.002633940098660405j),(-0.009513767574206132+0.0015449270557023583j),(0.00030071896137190516-2.1030616728376197e-05j),(-0.0015973447833014087+0.001375194167625638j),(-0.025763200869324418+0.002404035600318117j),(0.0003818889453908068+0.0010156798865700485j),(0.08071125749180118-0.01396846815954167j),(0.011325093576512514+0.0328267067967179j),(8.743972553003516e-08+9.906549125171587e-09j),(0.01941195430026803+0.011652170127649887j),(0.0004467706697496924+0.0023571584102306106j)
1.0,(0.020173352643344654+0.006634589328042036j),(0.0007139867401460942+0.0020456175600323187j),(-8.109147589967921e-11-1.5725777955030734e-10j),(-0.0011465450869729953+0.0022751506410611383j),(-0.0010872720152672705+0.00032749060531083596j),(1.0023617850922694e-05+2.0519560784394205e-06j),(-1.775458454248971e-05-4.645648653285443e-06j),(0.02512103341563895+0.008247346979072758j),(0.0007424921315295395+0.0020931744908526746j),(-0.00916014300638719+0.0033139090896294266j),(0.0002880641268082179-9.892129597458348e-05j),(-0.0017623261707676412+0.0010890840057562056j),(-0.02420056076947779+0.0015831114716254192j),(0.00022273565940769308+0.001116389124494717j),(0.07774557212278405-0.016242972968024114j),(0.014578093666675163+0.02960790317239386j),(1.0563347114065718e-07+5.426371121937759e-08j),(0.021134538576852772+0.008163978331152184j),(0.0004754934785121959+0.0018877590192752619j)
1.01,(0.02100271901482284+0.0030822375052077878j),(0.0006587949462090535+0.0016169449220140245j),(-2.888957099757591e-11-1.4862286345610657e-10j),(-0.00106079559469348+0.0019261794023190102j),(-0.0008395740331984542+0.00035642276889727j),(8.14862721166565e-06-4.4404528519915074e-07j),(-1.5078878173392434e-05-8.487563260833878e-06j),(0.026240357761407578+0.0037698683648678005j),(0.0007020023840928811+0.0016455339219020142j),(-0.00847943607850566+0.005003029180612748j),(0.00025615967496977945-0.00017212448104178898j),(-0.0018810444993968666+0.0007854721571306304j),(-0.022643448548141668+0.0008280118020608154j),(4.3519726240591415e-05+0.0011950197826609407j),(0.07455175196567104-0.018305819234766905j),(0.017258576769560045+0.02611492215560916j),(1.1022520378364687e-07+1.1797698772879996e-07j),(0.02223520949407511+0.004429247830797406j),(0.0004733273760081528+0.0014966482814365413j)
1.02,(0.021211958119393658-0.0005539701643143652j),(0.0005925761326507305+0.001266604075790303j),(1.1160939537365066e-11-1.3044417736699635e-10j),(-0.0009771007120575824+0.00161731056304166j),(-0.0006344029256905565+0.0003610512208204132j),(6.1721646863895276e-06-2.046141993568841e-06j),(-1.1753335448590432e-05-1.1455878880939569e-05j),(0.026568618689844104-0.0008420186465865645j),(0.0006429251333590152+0.0012794887006704642j),(-0.007490641958100512+0.006550694380418281j),(0.00020651571354063041-0.000236004898840388j),(-0.0019519641224526696+0.0004717886655540468j),(-0.021103882344312107+0.0001421411829054236j),(-0.00015265573715025693+0.001248288350794713j),(0.07116628009041036-0.020145549104808005j),(0.01934913173227671+0.022444368658257774j),(9.082834004502187e-08+2.0109924427475878e-07j),(0.02268016841885611+0.0005625559451598143j),(0.0004501276452073814+0.001174525773961302j)
1.03,(0.020798360962093955-0.004162766647173865j),(0.0005218501346724543+0.0009832717060938518j),(3.9762633608602635e-11-1.0722053767940573e-10j),(-0.0008956030848120737+0.0013460496387863168j),(-0.0004674341286037721+0.0003484504207071877j),(4.290181094219073e-06-2.9041851568123275e-06j),(-7.998696467667715e-06-1.3469189196405996e-05j),(0.026094583952391885-0.005444952958719636j),(0.0005738670775988544+0.0009837997419116795j),(-0.0062247899805154125+0.007900151917236668j),(0.00014175263967518915-0.00028639866598940684j),(-0.001974810158130145+0.0001554952302834412j),(-0.01959294644177899-0.0004725518559706588j),(-0.00036218981350358845+0.0012734329827405952j),(0.06762702254871866-0.021754211500667912j),(0.02084945598681339+0.01869193113172357j),(3.471690475087049e-08+3.005029328439947e-07j),(0.02245805283415028-0.0033174346914943377j),(0.0004137139509631394+0.0009122676137647447j)
1.04,(0.019780259251340648-0.007635092497935247j),(0.0004513328303469642+0.0007564866752363475j),(5.832869882088323e-11-8.230227353533302e-11j),(-0.0008165907268881303+0.001109696635195127j),(-0.00033408479673151985+0.00032441667233983746j),(2.63464048015969e-06-3.1822190063004035e-06j),(-4.041139129837504e-06-1.4496159237592467e-05j),(0.024834353530104155-0.009896391451687796j),(0.0005012730856112636+0.0007478448515674025j),(-0.00472363626541669+0.009001944093865647j),(6.545217286593689e-05-0.00031988181429441195j),(-0.0019505286341051176-0.0001561392127847691j),(-0.018120634418124847-0.0010154977135092697j),(-0.0005810847212749746+0.001268292103296964j),(0.06397245562883098-0.02312743590661521j),(0.02177546712604292+0.014949159749599117j),(-7.27136308438863e-08+4.087159916494946e-07j),(0.021580195254017557-0.007092681825224526j),(0.0003701035579935055+0.0007011921400262487j)
1.05,(0.0181959360615877-0.010868312616936911j),(0.0003842365417847673+0.0005768008354497373j),(6.861091355215818e-11-5.802094886185154e-11j),(-0.00074040965106427+0.0009054139173354016j),(-0.00022970167316302184+0.00029358170537780305j),(1.2803527831718363e-06-3.0423853794405307e-06j),(-1.004293557354967e-07-1.4553080799215649e-05j),(0.022830488552680373-0.014060138813074146j),(0.0004297506842793304+0.0005618495494404522j),(-0.0030378357544883277+0.009815995793989861j),(-1.805740624475367e-05-0.00033399057031424856j),(-0.0018812060239714818-0.0004562480912150168j),(-0.016695733666906583-0.001487400149765312j),(-0.0008050610023592255+0.001231362171690629j),(0.06024088092204688-0.024264423401756552j),(0.022157764612093813+0.011300574442485521j),(-2.471504344371131e-07+5.127811669989064e-07j),(0.020079832343491703-0.010650375978240416j),(0.00032376255788643085+0.0005332524245898278j)
1.06,(0.016101651855257606-0.013770042338582077j),(0.000322570887741862+0.00043585277923552097j),(7.243775266681978e-11-3.5855882999417175e-11j),(-0.0006674181585956437+0.000730313822580723j),(-0.00014975512924752398+0.0002595305461632031j),(2.5465779871644533e-07-2.6328448730755414e-06j),(3.6190242442041746e-06-1.36996110511984e-05j),(0.020149958988199216-0.01781151168856638j),(0.0003623943614466812+0.00041703072160620403j),(-0.001224701145969058+0.0103132189682886j),(-0.00010396582825219246-0.0003273772782423823j),(-0.0017699517441481306-0.0007385523840422787j),(-0.015325747829624403-0.0018901026638791238j),(-0.0010296808291512909+0.0011618318912314447j),(0.05646967452389391-0.025167838368615976j),(0.02203956270265042+0.007821244570574478j),(-5.042431626606852e-07+5.93242555494726e-07j),(0.018010327116582552-0.01388721362321877j),(0.0002778596823283578+0.0004011613836248684j)
1.07,(0.013568914886202028-0.016261381201127623j),(0.00026742193371471194+0.0003263799107688172j),(7.15409251017473e-11-1.6603312650627317e-11j),(-0.0005979629460629597+0.0005815201987811044j),(-8.999700187573756e-05+0.00022491503526716084j),(-4.5156095996979855e-07-2.079829693114762e-06j),(6.936036437645151e-06-1.2033522814416664e-05j),(0.016881040954277657-0.021041874081237085j),(0.00030109351009275037+0.00030566500450081166j),(0.0006543179665211905+0.010476553591697515j),(-0.0001872753969337662-0.0002998911841287273j),(-0.0016207504880789024-0.0009975148068573094j),(-0.0140168571571767-0.002226434243996403j),(-0.0012504743065208468+0.001059591973683974j),(0.052694594574448764-0.02584360752866796j),(0.02147423279220672+0.004574934119346155j),(-8.582098035831426e-07+6.233588792255358e-07j),(0.015442526609998055-0.016713112473492425j),(0.00023451025143685626+0.00029845786184612015j)
1.08,(0.0106811717284513-0.018279411762720438j),(0.00021919378955141095+0.00024218155094616413j),(6.744633107565464e-11-5.351657476307221e-13j),(-0.0005323575647372071+0.00045622078400416174j),(-4.6569243049452134e-05+0.000191588739066861j),(-8.727680268301422e-07-1.4835029831627097e-06j),(9.699132232915222e-06-9.684086365163335e-06j),(0.013129354464785201-0.023662325551700367j),(0.00024681240251979013+0.00022109565792145173j),(0.002536288100402051+0.010301402650774403j),(-0.00026310366759369375-0.00025257953158164763j),(-0.0014382923846674475-0.0012284583123859869j),(-0.012773915231977077-0.0025000420929359992j),(-0.0014630636439710144+0.0009252207308770642j),(0.04894916795548685-0.02630063676165927j),(0.02052260769333363+0.0016128662543241174j),(-1.3202511887341936e-06+5.686279801334278e-07j),(0.012461426423481048-0.019054192064281845j),(0.00019500100290132272+0.0002195236110417464j)
1.09,(0.007530118816899017-0.019778866720853782j),(0.00017781057940554512+0.0001780475957865158j),(6.141239562089505e-11+1.2457286406644587e-11j),(-0.00047086473097221644+0.0003517103512030765j),(-1.60676310333818e-05+0.00016074912930910565j),(-1.0585341204088787e-06-9.170593317494169e-07j),(1.1791396427748546e-05-6.804392643212588e-06j),(0.00901327738334601-0.025606381997212418j),(0.0001998349428430711+0.0001576921976472693j),(0.004359426179670767+0.00979545858026863j),(-0.0003269723013556224-0.00018761088948628866j),(-0.0012277895510894353-0.0014276462821725734j),(-0.011600479108886657-0.0027152187065263237j),(-0.001663280344321806+0.0007599468774557455j),(0.0452641726838192-0.02655045934210668j),(0.019250203140059825-0.00102687992529657j),(-1.8968866323643106e-06+3.866787696534061e-07j),(0.00916234847699485-0.02085489532323871j),(0.0001599896825962929+0.00015956167263288387j)
1.1,(0.004211847910925696-0.02073292314686822j),(0.00014287960552416342+0.00012966540815313287j),(5.440356902000738e-11+2.2737234042813576e-11j),(-0.00041368335867207346+0.0002654248511542827j),(4.432837309118464e-06+0.00013307605764570948j),(-1.0648229979114158e-06-4.283338763253306e-07j),(1.3133492607831479e-05-3.5629946724676475e-06j),(0.004658998386712529-0.026831555582469992j),(0.0001599708018235986+0.00011077647960356987j),(0.006065572002489668+0.008977956919041442j),(-0.0003750620107317762-0.00010812870746326196j),(-0.0009947876653147263-0.0015923238458919557j),(-0.010498868835983152-0.002876730105809849j),(-0.0018472710710888758+0.0005655919231565322j),(0.04166722764618165-0.026606831592467683j),(0.017724503618458003-0.0033193662202924716j),(-2.588335581802165e-06+2.7554718867816403e-08j),(0.005646857168237573-0.022079185366206597j),(0.00012967612519967253+0.00011454645139856836j)
1.11,(0.0008230350020272481-0.021133137607635955j),(0.00011381858491985784+9.35154426278781e-05j),(4.7089135920823475e-11+3.081489637245896e-11j),(-0.00036094062707556023+0.00019496702547051263j),(1.738304517088678e-05+0.00010885877033525871j),(-9.471699853785891e-07-4.3130041746390034e-08j),(1.368474741531303e-05-1.3529504031227819e-07j),(0.0001954796152073867-0.027319810205490618j),(0.00012672270091367954+7.652754922728397e-05j),(0.007602373277072713+0.007878426790428252j),(-0.00040441702934504144-1.8048209459382877e-05j),(-0.000744980748507595-0.0017207216960710143j),(-0.009470251530164252-0.002989651172872401j),(-0.0020115885755981468+0.000344495356679047j),(0.038182496120496595-0.026485293386550326j),(0.016012442084205096-0.005252244950804435j),(-3.387073472247089e-06-5.656209244025324e-07j),(0.0020186412719111926-0.022710811361806926j),(0.00010394396086379957+8.115492495648891e-05j)
1.12,(-0.002542635282596891-0.020988586083528184j),(8.995112720915167e-05+6.676383492016782e-05j),(3.98605448250721e-11+3.725723818303346e-11j),(-0.0003126889360652698+0.00013812413849450844j),(2.4787282381431225e-05+8.810668624017367e-05j),(-7.55847930554894e-07+2.304882360285049e-07j),(1.344230330496752e-05+3.304867227092038e-06j),(-0.004250411110233676-0.027076936197978515j),(9.941699904044764e-05+5.18756890059204e-05j),(0.008925082932434266+0.006535034702007029j),(-0.00041308729634751285+7.818654577185128e-05j),(-0.00048403649199927777-0.0018120254550125642j),(-0.00851474471796541-0.00305921299586064j),(-0.0021532649336818226+9.942643614381118e-05j),(0.03483050433965669-0.02620271138730556j),(0.014178178472565188-0.00682474663404113j),(-4.276679515811133e-06-1.4556391632003548e-06j),(-0.0016204246445689582-0.02275269327059043j),(8.247396968634456e-05+5.668717376828684e-05j)
1.1300000000000001,(-0.005797646822437005-0.020324314422019055j),(7.057526037878857e-05+4.715802199040099e-05j),(3.2861818526550976e-11+4.2614508803568025e-11j),(-0.0002689072512216227+9.287860199473453e-05j),(2.8245637016188383e-05+7.064169657222929e-05j),(-5.329039223436625e-07+3.9758965781847616e-07j),(1.2438459194229799e-05+6.592983890405171e-06j),(-0.008558366042471746-0.026130947837404023j),(7.730135235004776e-05+3.4393984709885146e-05j),(0.009997898982381966+0.004992636455768212j),(-0.00040020201929655085+0.00017586655092459465j),(-0.0002174382814872283-0.0018663150128776168j),(-0.0076315334965058115-0.0030906659770558844j),(-0.002269865300507135-0.00016651322063464637j),(0.03162807147985592-0.025776822392164164j),(0.012281252804473203-0.008046308466047692j),(-5.23107289590893e-06-2.7099242720491864e-06j),(-0.005173852557394725-0.022225523536545503j),(6.483145194621345e-05+3.898293178045443e-05j)
1.1400000000000001,(-0.008863305211030603-0.019179236124601082j),(5.500993900234564e-05+3.292952660476496e-05j),(2.6028921418530003e-11+4.736231120985509e-11j),(-0.0002295061046366153+5.741234804151012e-05j),(2.90046771647274e-05+5.617173365354399e-05j),(-3.1080357107539725e-07+4.719590617413281e-07j),(1.0736431638801823e-05+9.580594106422395e-06j),(-0.012618509498926627-0.024529655739539365j),(5.961413710173188e-05+2.2193610352063804e-05j),(0.010794810251560838+0.0033006608958338953j),(-0.00036597390672349296+0.00027028347504969507j),(4.965132997520661e-05-0.0018844792384938528j),(-0.0068189961923130924-0.003089161279458948j),(-0.0023595213785116255-0.0004499919162810085j),(0.028588343159506008-0.025225792777703385j),(0.010375157900714749-0.00893495485809305j),(-6.214204236788457e-06-4.399059697598087e-06j),(-0.008553597641641219-0.021165721351871506j),(5.053082180530511e-05+2.6339314315220616e-05j)
1.1500000000000001,(-0.011671783762854278-0.017603633241931625j),(4.2624229069497315e-05+2.2706413219389816e-05j),(1.9135324225046897e-11+5.185793992898984e-11j),(-0.0001943353883433124+3.0105849840317826e-05j),(2.8011096089544216e-05+4.434677750542803e-05j),(-1.123392256664027e-07+4.7221740312032027e-07j),(8.424867334482361e-06+1.2140620389473752e-05j),(-0.016334534234522354-0.022337600643080012j),(4.563066501972807e-05+1.3827069916713967e-05j),(0.011299943986228944+0.001510948912778939j),(-0.0003116386109051554+0.0003569791256276574j),(0.00031250245754191525-0.0018681120474113317j),(-0.006074833552405203-0.0030596520531421534j),(-0.002420944747891279-0.0007475507904728502j),(0.025720917022393843-0.02456780793301976j),(0.008506346806046044-0.009515541273320757j),(-7.180234456086087e-06-6.595209270648432e-06j),(-0.011682493570676569-0.019622900094065678j),(3.9081033574280835e-05+1.7433407469586024e-05j)
1.16,(-0.014167520664175532-0.015656422004513917j),(3.285333543358385e-05+1.5436819712615527e-05j),(1.1843294599814608e-11+5.630963548259286e-11j),(-0.0001631925118781694+9.53396941039414e-06j),(2.5965773002881092e-05+3.479944077467017e-05j),(4.85633691620561e-08+4.1867245648538163e-07j),(5.61128884054415e-06+1.4170615585729753e-05j),(-0.019626064698886225-0.019632579507130262j),(3.469110323196808e-05+8.201967434166729e-06j),(0.011507468306158604-0.0003243372583080677j),(-0.00023933721409947792+0.0004319636161343038j),(0.000566898839420191-0.001819389808381712j),(-0.0053961862405476155-0.0030067779632053358j),(-0.002453408502344965-0.0010556995117105973j),(0.02303183130929981-0.023820697421164928j),(0.0067136097857757515-0.009818041533262316j),(-8.074239431129587e-06-9.370352409195403e-06j),(-0.014496007051523983-0.017657020364908217j),(3.001550052002194e-05+1.1252092645228435e-05j)
1.17,(-0.016307972620238663-0.013402340522298987j),(2.5205153947922346e-05+1.0323377631819789e-05j),(3.757503711869737e-12+6.076332823541865e-11j),(-0.00013583517569836444-5.54123009504868e-06j),(2.3372411633707158e-05+2.7173386893829093e-05j),(1.654814211882262e-07+3.309703170629868e-07j),(2.4163435544025103e-06+1.55936167933392e-05j),(-0.0224301112183132-0.016501940683712153j),(2.6214633785113136e-05+4.506367153551211e-06j),(0.011421057839770163-0.0021546267416325754j),(-0.00015195635560882756+0.0004918906369508472j),(0.0008091813103632201-0.001740956301623509j),(-0.004779783785730219-0.0029348083445423006j),(-0.0024567302770760594-0.0013709834836614081j),(0.020524027067651107-0.02300156090591025j),(0.0050279389854886985-0.009875818613029998j),(-8.83369877073829e-06-1.2794596665941791e-05j),(-0.01694329724387439-0.015335400328995259j),(2.2909960456202787e-05+7.03038376323073e-06j)
1.18,(-0.01806375890579572-0.010909209131043611j),(1.9260605326027925e-05+6.767808845874548e-06j),(-5.533870037759445e-12+6.510103503862152e-11j),(-0.0001119956905671128-1.618738252655427e-05j),(2.0576653082648397e-05+2.1139007899053236e-05j),(2.378788008978448e-07+2.2652216556267195e-07j),(-1.031375308619966e-06+1.63602806106116e-05j),(-0.02470165053633602-0.013038769104682168j),(1.970377711615967e-05+2.1459838503453213e-06j),(0.011052962959252703-0.003932641987760834j),(-5.293985539133134e-05+0.0005341815297051527j),(0.0010362954967886627-0.0016358165844134326j),(-0.004222071054794156-0.002847676470990398j),(-0.0024312641608268556-0.0016900775023879278j),(0.018197929841824965-0.02212655411178083j),(0.0034727080686137806-0.009723881506052143j),(-9.390229792233224e-06-1.6935080503493076e-05j),(-0.018987603728223713-0.012729737203821798j),(1.7391382117669666e-05+4.198688050388759e-06j)
1.19,(-0.01941825728387732-0.008245379885357989j),(1.4669384266200348e-05+4.326196695562675e-06j),(-1.6412226942769756e-11+6.904379147792588e-11j),(-9.138751144018766e-05-2.331474708719028e-05j),(1.7805570322937473e-05+1.6402340871132935e-05j),(2.694565858237805e-07+1.1959692575180268e-07j),(-4.602007428351773e-06+1.6448274016060966e-05j),(-0.026413538720834632-0.00933827143058556j),(1.4742035318495082e-05+6.926231834900912e-07j),(0.01042286036018268-0.005615797140984527j),(5.391665986077444e-05+0.0005570956231669814j),(0.0012458079445709389-0.001507209420798065j),(-0.003719288917774133-0.0027489207232562997j),(-0.0023778381752381514-0.0020098665046606786j),(0.01605144610067253-0.02121070163659574j),(0.0020640098346769256-0.009397517383966856j),(-9.671611983155154e-06-2.185465993872015e-05j),(-0.020606024449198033-0.009913290735402256j),(1.3140500506466213e-05+2.3387927905448847e-06j)
1.2,(-0.020366750885455493-0.005477471239482715j),(1.1143303148876585e-05+2.6726489111367693e-06j),(-2.9187882384720336e-11+7.216659280434858e-11j),(-7.371510139751977e-05-2.7690421306807333e-05j),(1.5198567181530797e-05+1.2709287733404251e-05j),(2.666244274422722e-07+2.096060993879933e-08j),(-8.169770414530934e-06+1.5860370736664025e-05j),(-0.027555655418645363-0.005494452195638534j),(1.098745845962684e-05-1.5731426782365245e-07j),(0.00955648490994481-0.007167242905650992j),(0.0001646692869563509+0.0005597484247465252j),(0.0014358961911943035-0.0013584952069026328j),(-0.003267570231329575-0.002641677147609738j),(-0.0022976963699422506-0.002327503371626296j),(0.01408035103044854-0.020267729688699342j),(0.0008113245093028573-0.008931068661119475j),(-9.604145259805454e-06-2.7610928232692297e-05j),(-0.02178878053536716-0.006958354306911255j),(9.890094612139866e-06+1.1479270753610322e-06j)
1.21,(-0.0209152202435539-0.0026684543370039926j),(8.44856699556912e-06+1.5704500532447788e-06j),(-4.406574113108887e-11+7.392073046973075e-11j),(-5.868249569782357e-05-2.995333635881203e-05j),(1.2832267665633204e-05+9.845652634363381e-06j),(2.37191787473303e-07-6.207400385269326e-08j),(-1.1617404816406766e-05+1.4621656652755372e-05j),(-0.028133477500658782-0.001597217887023128j),(8.164046415465201e-06-6.154951464283092e-07j),(0.00848416380532993-0.008556558169308956j),(0.0002754167305728942+0.0005420825476749463j),(0.0016053209957593456-0.0011930548276592207j),(-0.0028630223892080614-0.0025286840117188843j),(-0.002192435021704851-0.0026404529098916123j),(0.012278674709137547-0.01930995882713661j),(-0.00028166260622484226-0.008356961048122042j),(-9.115159728181673e-06-3.425548562312491e-05j),(-0.022538051269152794-0.00393405256723118j),(7.420762611086019e-06+4.099916785257983e-07j)
1.22,(-0.02107888441371164+0.00012387048670533445j),(6.397842179170894e-06+8.494897080557667e-07j),(-6.111779971163587e-11+7.366171281162729e-11j),(-4.600036531712284e-05-3.0629330897524944e-05j),(1.0739982782421733e-05+7.63457102679255e-06j),(1.8932543989529775e-07-1.2531819575440357e-07j),(-1.4839639259264523e-05+1.2776122692223398e-05j),(-0.02816622114796835+0.002270011665996914j),(6.052355250752771e-06-8.268648418108668e-07j),(0.007239336363578978-0.009760099503720096j),(0.0003824685833819577+0.0005047987809331343j),(0.0017533842670620944-0.0010142015507997705j),(-0.002501796407317111-0.002412295743178073j),(-0.0020639356624007083-0.0029465220504229397j),(0.010639072864384895-0.01834825102023311j),(-0.0012161609820931832-0.0077049828822386415j),(-8.135555818277204e-06-4.183346101327549e-05j),(-0.02286650257266805-0.0009045556072738567j),(5.555334921293921e-06-2.7009147546176338e-08j)
1.23,(-0.020880592756751443+0.0028479946110662314j),(4.842673729716432e-06+3.888401862637555e-07j),(-8.026301146619773e-11+7.068104874349919e-11j),(-3.539157279197207e-05-3.0145793974767514e-05j),(8.926480799385777e-06+5.932513311981607e-06j),(1.3078095879385317e-07-1.6721302623272671e-07j),(-1.7745657955413917e-05+1.0382917947330784e-05j),(-0.027684694655867093+0.006032143465442388j),(4.48022479205292e-06-8.887471850364064e-07j),(0.005857131815052009-0.010761037073414236j),(0.00048248389737413173+0.00044925639217195565j),(0.0018798762870576766-0.0008251072333342144j),(-0.002180143077221825-0.0022945040328175184j),(-0.0019142975149292556-0.0032438768352105883j),(0.009153173125320584-0.01739200399938252j),(-0.001997350091455815-0.007001801647662086j),(-6.60225462239034e-06-5.0383276337169295e-05j),(-0.022795617126684306+0.0020722781545221393j),(4.152817757494509e-06-2.683665293890441e-07j)
1.24,(-0.02034916084634934+0.005459429806867508j),(3.6665756742092585e-06+1.0348410886295801e-07j),(-1.0125471420267875e-10+6.424024073963503e-11j),(-2.659529500481624e-05-2.8845509968621554e-05j),(7.378855343352969e-06+4.624698773179612e-06j),(6.838916380779248e-08-1.882619668983988e-07j),(-2.0260614755302588e-05+7.5125049250929335e-06j),(-0.026728998715480904+0.009623696768408557j),(3.3141903245813564e-06-8.650538898150667e-07j),(0.004373063798827308-0.011549118487408326j),(0.0005725759104508428+0.00037735250940483034j),(0.001985015697560234-0.000628743312814432j),(-0.0018944570449875501-0.002176964061412153j),(-0.001745771581444021-0.003531047207037225j),(0.007811890166788066-0.016449185195232606j),(-0.002633477616823759-0.006270693554895769j),(-4.460445749277448e-06-5.993663585312046e-05j),(-0.02235392964725125+0.0049458335965832535j),(3.1024437293476925e-06-3.8584982916538873e-07j)
1.25,(-0.019517731712835096+0.007921073353701487j),(2.7789534665313103e-06-6.566893329625054e-08j),(-1.2367548849955263e-10+5.360538845155192e-11j),(-1.936984394320118e-05-2.699945897648618e-05j),(6.074265700097574e-06+3.6204736054921064e-06j),(7.762762869350775e-09-1.9045960624351932e-07j),(-2.232628400306601e-05+4.242918334119597e-06j),(-0.025346198095305975+0.012989557148552813j),(2.4518782649543737e-06-7.96669547756172e-07j),(0.002821885112415998-0.012120210508112645j),(0.000650381604779384+0.0002913903421584306j),(0.002069385445492254-0.0004278363669030091j),(-0.001641309899300863-0.0020610240359520797j),(-0.0015606982409903409-0.003806920955070091j),(0.006605705487349657-0.015526397344227293j),(-0.003135017153191255-0.005531455622056234j),(-1.6655333747783315e-06-7.051871805260729e-05j),(-0.021575259188203622+0.007673269257777344j),(2.3181793026058435e-06-4.2752918993215885e-07j)
1.26,(-0.018422228802465856+0.010203251730200842j),(2.109904224025932e-06-1.5919927868164963e-07j),(-1.4693903334022904e-10+3.8080913531480975e-11j),(-1.3494350720276876e-05-2.4818425529354106e-05j),(4.9852505284630395e-06+2.848990083523148e-06j),(-4.68192906794601e-08-1.7676405574212487e-07j),(-2.390096893980621e-05+6.562838891158964e-07j),(-0.02358807059752672+0.01608524602681708j),(1.8155003596153455e-06-7.089087967751027e-07j),(0.0012366309414237765-0.012475672486308209j),(0.0007140972280309602+0.00019394522505804067j),(0.002133867507086886-0.0002248374662105234j),(-0.0014174734930259855-0.0019477564780008977j),(-0.001361449801948851-0.0040707283983744584j),(0.005524909660461942-0.01462896806356362j),(-0.003513911033828099-0.0048004665399801125j),(1.8153006181727318e-06-8.214854686216139e-05j),(-0.020497015253159764+0.0102196868939122j),(1.733872326350678e-06-4.24976073035986e-07j)
