t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000
0.26,(0.2591084855712155-0.03672728461764673j),(4.996584440215822e-05+9.545970857903019e-05j),(-9.899187733404216e-10+1.3630822343729619e-09j),(9.844381207446461e-09-2.3764313126755196e-08j),(0.0027210823753817254+0.0015404468583077027j),(0.0019338388172276484+0.0056632879021355316j),(-5.318501225317851e-07-1.8020125667526499e-06j),(-0.00026925079149278777+0.0002182690465726041j),(-4.2958401622048055e-09+1.938937218430144e-09j),(1.680566129798565e-07-2.2387336226815607e-07j),(-1.1130680530855612e-06+2.535015808446267e-06j),(-2.4042980029854736e-07-2.0854069221141284e-07j),(-2.760189976586698e-10+7.537576109249378e-11j),(-4.584392755000485e-06+1.6402063458095143e-06j),(-2.1097842714202547e-13+4.170323076087336e-14j),(7.608151152374046e-08+1.776126727461641e-07j),(6.807795456323825e-06-3.25846891580835e-06j),(-5.663006157477564e-08-2.398679810823505e-07j),(1.9836929541351393e-11+9.947226518213074e-10j),(-8.903723735005912e-09+6.428134353945166e-09j),(0.25924346100237544-0.03516156354875098j)
0.27,(0.1119797738999228-0.2355382745887519j),(0.00011555638549045876+3.3110268880821044e-05j),(-2.454358659539997e-09+2.1472124718144154e-09j),(2.0931127621333436e-08-4.472934522851293e-08j),(0.0028935431580544946-0.001200299531170916j),(0.005037277876499753+0.002125442091931j),(-1.151374262201735e-06-1.2868142297888187e-06j),(-1.4276538283370023e-05+0.000372131743332298j),(-5.7455041151714715e-09+1.5552100993722128e-09j),(1.6250544868366105e-08-2.444433091053679e-07j),(5.385589871177251e-08+3.570310144962816e-06j),(-2.59600097999655e-07-7.338084691739415e-08j),(-1.0766093428365039e-10+2.0448635047856426e-11j),(-2.144279754613211e-06+4.430716022888872e-06j),(-2.3916605824667096e-14+2.5654994588233562e-14j),(1.2594413242772602e-07+1.0311600227713285e-07j),(6.838500553388011e-06-5.486251459591917e-06j),(-1.4472702426310257e-09-2.6769762929919324e-07j),(4.281130884536424e-10+2.561311601684521e-10j),(-5.567908773982016e-09+3.2082821136981704e-09j),(0.11338448357367484-0.23486822332819868j)
0.28,(-0.1345776698622769-0.22341386918992054j),(0.00011574880967708828-6.672315059987189e-05j),(-5.25110451616727e-09+3.4642406878601884e-09j),(3.4433953970755725e-08-8.370748945524709e-08j),(0.0008221263082553692-0.0029766071537960584j),(0.004469248637932776-0.002100488150532231j),(-1.462478429428871e-06-6.256891770611958e-07j),(0.0002887541454844604+0.0002770154204096583j),(-7.145098455380518e-09+1.0666327103379758e-09j),(-1.0332616031535837e-07-1.8535994001374476e-07j),(2.1177242580201905e-06+4.173094739644525e-06j),(-2.1933817757250645e-07+3.322011151968758e-08j),(-3.650100373817031e-11+1.6347096654653757e-12j),(1.5372649160800576e-06+4.764912787006166e-06j),(-6.915667964719405e-16+6.4309739195369e-15j),(1.337512189321876e-07+2.844157792265143e-08j),(6.135722426884609e-06-8.184219871055729e-06j),(5.688715762499656e-08-2.989415289180198e-07j),(2.061853108850596e-10-1.298877786422329e-10j),(-3.4483773175725786e-09+1.4484569021374285e-09j),(-0.13331472725075477-0.22427982038626262j)
0.29,(-0.2614792639069166-0.011256416444350617j),(3.728591652450964e-05-0.0001437041631590353j),(-1.0338871818657292e-08+6.019116655377729e-09j),(4.009287826681176e-08-1.5297125442881016e-07j),(-0.0017848992414172108-0.002399638115283275j),(0.0012932891947525975-0.0042177759180797225j),(-1.4695705557475785e-06+3.6763641662887394e-08j),(0.0004299470934557-3.151080754853247e-05j),(-8.335276501970259e-09+5.125470059919013e-10j),(-1.609408403753086e-07-8.572208861130627e-08j),(5.0207669476723586e-06+3.6485958592276143e-06j),(-1.4982196356949935e-07+9.429288257238956e-08j),(-9.251597812157998e-12-9.291964274224248e-13j),(4.511011499988576e-06+2.501405352501963e-06j),(7.831973779589716e-16+1.3221605421498624e-15j),(1.1122649593043364e-07-3.005515292154034e-08j),(4.317467397741276e-06-1.1156425022752017e-05j),(1.207275634892763e-07-3.390440589739683e-07j),(-2.2916933442140953e-11-1.152640836341162e-10j),(-2.09476654946788e-09+6.0513170052443e-10j),(-0.26160363041381507-0.012749804025075596j)
0.3,(-0.15495054121355292+0.2131315340766833j),(-8.414902909009026e-05-0.00014270647835516148j),(-1.906412057450224e-08+1.1499120811667242e-08j),(9.84850980642459e-09-2.632449885196775e-07j),(-0.002839868013553489-5.626030602340435e-05j),(-0.0019736578295715687-0.0033633003688596287j),(-1.2291946471192573e-06+5.874650593094316e-07j),(0.00028850459563595254-0.0003673354226319578j),(-9.137363705900362e-09-6.397821116137575e-11j),(-1.5509673138911654e-07+1.268813984377496e-08j),(8.190492051558711e-06+1.1829175337740182e-06j),(-7.89611164675302e-08+1.1203373043204329e-07j),(-1.1607098977071217e-12+1.0292182485434157e-12j),(5.253022036539076e-06-1.297352570771843e-06j),(4.400688670028473e-16+1.9075717047928885e-16j),(7.242781886976854e-08-6.569789393695932e-08j),(1.001205535249535e-06-1.3965122213233886e-05j),(1.92163117171182e-07-3.9579541973313136e-07j),(-5.691431482121879e-11-2.804908513851392e-12j),(-1.2803634035362295e-09+3.0666794387384336e-10j),(-0.1562791930127996+0.21252534824933006j)
0.31,(0.0927729129877161+0.2494616607083796j),(-0.00018041922191656932-4.7381549011884036e-05j),(-3.278243233482915e-08+2.3537059386417724e-08j),(-1.1187236365597316e-07-4.0437575086549404e-07j),(-0.0016488717076252896+0.002061608174121536j),(-0.0033306845516930493-0.000740464406407247j),(-8.277307791187646e-07+9.560023808261462e-07j),(-8.211079260014696e-05-0.0005038139663438955j),(-9.373312678342682e-09-6.273548835921184e-10j),(-1.0496795621189367e-07+7.995297958301609e-08j),(1.0342820931750088e-05-3.7790210136904107e-06j),(-2.427682176390036e-08+1.0001525634482611e-07j),(-5.839808494254513e-13+2.355943559329294e-12j),(3.154621777569559e-06-4.857464193048544e-06j),(1.843055846200199e-16-3.692393776046827e-17j),(2.9336820309045624e-08-7.843403340861417e-08j),(-4.058114877303679e-06-1.5866471506355234e-05j),(2.7190940971938665e-07-4.807554096434872e-07j),(-4.549312276928365e-12+2.8157035652947538e-11j),(-8.874281118554939e-10+2.9440851386940227e-10j),(0.09163319432051513+0.250307150430484j)
0.32,(0.2625171180708948+0.06165681629556451j),(-0.00018433891692701032+0.00010606358968436974j),(-5.149388803584199e-08+4.9034820787140224e-08j),(-4.021685875267639e-07-5.027242737865833e-07j),(0.0005909670649362004+0.0023201179367975822j),(-0.0024486240500685152+0.0016566722880257212j),(-3.60196517246263e-07+1.118302333537063e-06j),(-0.0004704013053197202-0.0003110513481032111j),(-8.94859968815748e-09-1.1391210943196308e-09j),(-3.816215769681107e-08+1.0440308257124166e-07j),(9.612487725893086e-06-1.0937198109301171e-05j),(8.522792019714628e-09+7.446920811067162e-08j),(-1.9119213679128726e-12+1.7573490393666201e-12j),(-1.178851428682545e-06-6.20126254554478e-06j),(6.200735304376705e-17-6.18857467524162e-17j),(-8.921923455696454e-09-7.165362025345939e-08j),(-1.0744178237744214e-05-1.583182011275451e-05j),(3.5689416378127304e-07-6.107558707287465e-07j),(1.5112941757086153e-11+2.0311803052489865e-12j),(-8.527693606469251e-10+3.768173121667817e-10j),(0.26270941314966123+0.06301999400408165j)
0.33,(0.1999938313877895-0.1873193023079387j),(-6.501874017462025e-05+0.0002373043009613406j),(-7.054953896170628e-08+9.917851683173836e-08j),(-9.007712714374516e-07-3.609250030784473e-07j),(0.0019586636763820626+0.0007911250123597772j),(-0.00043221205184429076+0.002501445189122783j),(8.999521832587266e-08+1.0893400997872843e-06j),(-0.0006124122593694089+0.00015072712463851706j),(-7.844787764793192e-09-1.5738837136977076e-09j),(2.0545093349130486e-08+9.077294401425073e-08j),(4.154591503554606e-06-1.863239521152978e-05j),(2.2407377886202607e-08+4.809447602048181e-08j),(-2.4839067828416502e-12-2.2253391166302903e-13j),(-5.741407396867909e-06-3.952610422902836e-06j),(1.0042193211230982e-17-4.537253075909999e-17j),(-3.589987480657304e-08-5.110282877972264e-08j),(-1.8352009843919486e-05-1.2712590569367824e-05j),(4.3575639144737836e-07-8.088228022045375e-07j),(-2.179883825132674e-13-9.050261175657544e-12j),(-1.1373810650364006e-09+3.839754967457836e-10j),(0.2012471462426608-0.18685859136772762j)
0.34,(-0.04571913936788243-0.27545397821663653j),(0.00014372595865425262+0.0002506786885555939j),(-7.467048869681649e-08+1.8817778180292485e-07j),(-1.4483570546978838e-06+3.6212641523185853e-07j),(0.001515488124951327-0.0009845609756222256j),(0.0012630991623300873+0.001753789258772838j),(4.6173132169692676e-07+9.091194717451709e-07j),(-0.00034274577329712516+0.0006265489006024921j),(-6.109144093037209e-09-1.9572371240067133e-09j),(5.5777063261112756e-08+5.3803560333976245e-08j),(-6.916237191693387e-06-2.3797965905079494e-05j),(2.413228384850823e-08+2.755444400406947e-08j),(-1.270350788796e-12-2.266301832493779e-12j),(-7.6109596291036265e-06+1.5030821526412235e-06j),(-8.93222599566318e-18-2.5660226580541677e-17j),(-4.826311720099398e-08-2.4073371826271702e-08j),(-2.5417119818181517e-05-5.557406208165112e-06j),(4.818072545131633e-07-1.1030349574820527e-06j),(-5.940225210797199e-12+1.7860778889922031e-12j),(-1.702972166224189e-09+1.3205245872985297e-10j),(-0.04475372093558233-0.27631915955923747j)
0.35000000000000003,(-0.2599360558625068-0.1175193950802665j),(0.00033309004803916566+8.575002660619615e-05j),(-3.00790031483588e-08+3.2613404528411966e-07j),(-1.4277509760087382e-06+1.9864479583080983e-06j),(-4.924090655157815e-06-0.0014968312101646902j),(0.0018018418880574824+0.00029411253465121676j),(7.198130802735732e-07+6.291266246265772e-07j),(0.0002682086180563071+0.0007729311778502457j),(-3.8584880962196545e-09-2.3453693487314027e-09j),(6.331234898877853e-08+1.1086798366125585e-08j),(-2.252985895636259e-05-2.2540761056935863e-05j),(2.0236851124745814e-08+1.4394735476543913e-08j),(1.6060393396644202e-12-2.7672616946560653e-12j),(-4.607178549524466e-06+7.336703638737007e-06j),(-1.312818771522207e-17-1.0977418880907399e-17j),(-4.6246623727925066e-08+1.854341460885118e-09j),(-2.9708410624340653e-05+5.898652283930222e-06j),(4.435237083460482e-07-1.5203749575248644e-06j),(3.004951837529975e-12+4.071981274259819e-12j),(-2.4895371067588915e-09-6.140666333812668e-10j),(-0.2602427453267544-0.11874172575560539j)
0.36,(-0.24812287724034252+0.15422762255667663j),(0.0003508917983153527-0.0002193375151160867j),(1.2051871114732646e-07+5.01648902240401e-07j),(4.003242444654184e-07+4.268809708213331e-06j),(-0.0010569956762225903-0.000585738645326808j),(0.0012531779472463507-0.0008795191725036911j),(8.526022153323316e-07+3.0046688329230595e-07j),(0.0008737364208912716+0.00036422953417472365j),(-1.269680921704109e-09-2.800430532326958e-09j),(4.817497503125549e-08-2.274978236999498e-08j),(-3.9064570384455146e-05-1.1364489522776805e-05j),(1.5133955094409224e-08+7.250393808657557e-09j),(4.814668008870721e-12-7.206940079309351e-14j),(2.5761883142079616e-06+9.324031328068941e-06j),(-1.1259078976108759e-17-1.910660917600923e-18j),(-3.350639687727344e-08+2.0512332878658883e-08j),(-2.8533283239741512e-05+2.066446027875451e-05j),(2.3518890813494822e-07-2.071936971737319e-06j),(2.659290088660811e-12-4.236385188335163e-12j),(-3.3855087407260044e-09-2.194778062578208e-09j),(-0.2493143932557702+0.153938648953645j)
0.37,(-0.010488207923038164+0.2996785979706423j),(9.393018755258959e-05-0.0004927474795786699j),(4.491239583809732e-07+6.528810050394213e-07j),(5.468251988629376e-06+5.4733032398025995e-06j),(-0.0007819541297166825+0.0005964792312669649j),(0.00024934496970983736-0.0012508825274945394j),(8.654566695768734e-07-3.421138598411449e-08j),(0.0009915715483605147-0.0004850836844532616j),(1.4407037264197167e-09-3.3696343201318215e-09j),(2.073333091123846e-08-3.932944428882028e-08j),(-5.049982380631459e-05+1.1309742280945475e-05j),(1.0917680969878535e-08+3.878553202597654e-09j),(5.181067687999989e-12+7.102187735552988e-12j),(9.662461233703012e-06+4.764484533115153e-06j),(-7.489506935233937e-18+2.7449740350974432e-18j),(-1.5932314589328885e-08+2.8721480217668307e-08j),(-1.9452088746994944e-05+3.604200086541513e-05j),(-2.6590191909439054e-07-2.726561907531129e-06j),(-5.863465722215708e-12-1.211164319707005e-12j),(-4.1824612056103356e-09-5.149047337138302e-09j),(-0.011276268960473781+0.30057264981830345j)
0.38,(0.24969220250250715+0.18100734763565568j),(-0.0003687768123367737-0.0004868514954637324j),(1.0038347732232822e-06+6.364322086629586e-07j),(1.3732031750083023e-05+1.6731383712894046e-06j),(0.00028660430880982047+0.0008249480033055403j),(-0.0005552178553375731-0.0008988411060512692j),(7.723148567049734e-07-3.4386542617928326e-07j),(0.00032984222704836937-0.00125179091088221j),(4.045744977885624e-09-4.071682042267723e-09j),(-7.495545776503141e-09-3.7170240375162623e-08j),(-4.928796914193045e-05+4.376537355477839e-05j),(8.05859599421909e-09+2.3798380740959476e-09j),(-3.733364775980304e-12+1.8410701171582215e-11j),(1.1023341786201388e-05-4.6029209332372734e-06j),(-3.752854696069672e-18+4.39346480656613e-18j),(3.6265929191263887e-10+2.69392262151649e-08j),(-1.3731088430955797e-06+4.758444030247221e-05j),(-1.205028038585067e-06-3.3743252035185426e-06j),(7.699314825114932e-13+8.491015245796986e-12j),(-4.508311393832626e-09-1.0391781309899095e-08j),(0.25010031450520703+0.1820867941444174j)
0.39,(0.29848189369210765-0.10896036498848383j),(-0.0007429984491273317-5.529293889155783e-05j),(1.729042008525626e-06+2.2267016539406735e-07j),(2.0744957546113005e-05-1.2134900347356675e-05j),(0.0008981601275393406-1.934418443317118e-05j),(-0.0008367817004934774-0.00024036122076314184j),(5.879795336422978e-07-6.053652795034026e-07j),(-0.0008705332232939907-0.0012503362426656548j),(6.367667008838138e-09-4.887846342660122e-09j),(-2.699242033501331e-08-2.0358085561515578e-08j),(-2.7549767969775138e-05+7.970837106247391e-05j),(6.2618207778445885e-09+1.6123805537819228e-09j),(-3.440213550759865e-11+2.8582460392039283e-11j),(4.061419814594025e-06-1.253494394973999e-05j),(-8.54281794987715e-19+4.22514069880298e-18j),(1.1061461717356951e-08+1.8554016188293535e-08j),(2.419811365207528e-05+4.9735296088317964e-05j),(-2.7074248362836705e-06-3.790652864658226e-06j),(1.3424975684845633e-11-3.971510607806518e-12j),(-3.748660538637415e-09-1.955714960788901e-08j),(0.2995809481679142-0.10881931274818828j)
0.4,(0.07948475367370259-0.31811347168079296j),(-0.0006435010319603993+0.0006414583396454335j),(2.359623133310784e-06-8.33533757699511e-07j),(1.5432498703546253e-05-3.722386976651259e-05j),(0.0003821370252156272-0.0009401750507376569j),(-0.000644259798632406+0.00030781849204241534j),(3.284173219865081e-07-7.97631941488243e-07j),(-0.0017887051567907586-0.0001617771595254509j),(8.263019207612393e-09-5.780344633531995e-09j),(-3.2061913175131594e-08+3.359825139614775e-09j),(2.0766880924493183e-05+0.00010650335420938251j),(5.072777886295968e-09+1.0898080664020277e-09j),(-1.1130076047814628e-10+1.9719678210545828e-11j),(-7.603378383199354e-06-1.2285484507970093e-05j),(9.867540763052667e-19+3.1431597884291317e-18j),(1.4746673593310646e-08+8.156837653274676e-09j),(5.2159039170544385e-05+3.734492428926637e-05j),(-4.802337907423086e-06-3.624094617162982e-06j),(-9.16628313918496e-12-2.381722425951919e-11j),(-1.045675849188789e-09-3.5667388058034875e-08j),(0.08009036493853121-0.3189699911289456j)
0.41000000000000003,(-0.22585305490184227-0.2525551473832113j),(8.753090184812921e-05+0.001102530124091198j),(2.3618870221965243e-06-2.6080145128096025e-06j),(-1.6865935126436052e-05-6.29716939570885e-05j),(-0.0007244681042860742-0.0009033487676380538j),(-0.00023341044649752868+0.0005341868649544521j),(1.2318061744059682e-08-9.014481324463298e-07j),(-0.0014937914914901931+0.001500290520925652j),(9.66704019646339e-09-6.6908285174880375e-09j),(-2.1847316893254445e-08+2.4862158960310937e-08j),(9.419118057070744e-05+0.00010376730851217755j),(4.187874370517435e-09+6.79042134568631e-10j),(-2.8612004844654463e-10-5.5382618479832564e-11j),(-1.5576120569563934e-05-2.2828301919866226e-06j),(1.8525699497961024e-18+1.7798947508808036e-18j),(1.273488116451454e-08-3.3167318207267975e-10j),(7.370199082646586e-05+8.205292712253945e-06j),(-7.327070191682316e-06-2.4276280877826853e-06j),(-4.715951977970847e-11+1.5793377207027813e-11j),(4.400029683170565e-09-6.440977522368422e-08j),(-0.2262994705031931-0.2534206355190722j)
0.42,(-0.34743419308416557+0.04606351678217913j),(0.001093417211609054+0.0007785049548983085j),(1.038295344751e-06-4.7365235299580286e-06j),(-8.160897187683648e-05-6.117673778701293e-05j),(-0.0012776791503449376+0.00012651167311531386j),(0.00013498725655185473+0.00045423129079541876j),(-3.3662002842123684e-07-8.98928978949422e-07j),(0.00024570824437297246+0.0024800214227711018j),(1.0592718927865269e-08-7.559692570552601e-09j),(-2.1864689131432079e-10+3.604405193332354e-08j),(0.00017455526646556685+4.775820799435576e-05j),(3.465037559612982e-09+3.669517110896037e-10j),(-6.797348770383507e-10-3.0563068768277886e-10j),(-1.2728542562402799e-05+1.133360909227885e-05j),(1.966013516698609e-18+5.349139328448155e-19j),(7.873422728847209e-09-4.938227766001821e-09j),(7.815496089452393e-05-3.415912815134301e-05j),(-9.837469177521911e-06+2.4464848030240755e-07j),(1.5856183174021412e-11+9.903901727943889e-11j),(1.207089126733879e-08-1.1633108236143755e-07j),(-0.3483174775459375+0.046080053244434j)
0.43,(-0.16355444283620438+0.32388735551269j),(0.0015684299464517172-0.00041632002685797274j),(-2.1006795128941604e-06-6.207853484277989e-06j),(-0.00015465552145911188+5.6357316240166286e-06j),(-0.0006809552183006319+0.0011890827828939317j),(0.0003179103271849791+0.0002144360754635812j),(-6.867475128885755e-07-7.757559770986234e-07j),(0.002436420329550384+0.0016203538147442252j),(1.1109686294572822e-08-8.342186435474884e-09j),(2.525526914033025e-08+3.188830205203665e-08j),(0.00022057729488145285-7.373114176422127e-05j),(2.8558226246152934e-09+1.5305648137586494e-10j),(-1.5952444065945048e-09-9.495967405305816e-10j),(5.552117062025011e-07+1.8324091972341794e-05j),(1.5948818159910737e-18-3.7928118870729582e-19j),(2.9749657382724955e-09-5.798971732834629e-09j),(5.700489568916822e-05-7.89936311886329e-05j),(-1.156703669472669e-05+4.677336023588138e-06j),(2.027640789524867e-10+2.3471360949307685e-11j),(1.6467043340806653e-08-2.100346273910343e-07j),(-0.16385710530227945+0.3246123209483778j)
0.44,(0.1808796898414719+0.32947332869034635j),(0.0008122375932174498-0.0017763149029740403j),(-6.7385736706305006e-06-5.48617549519287e-06j),(-0.00016997571230754384+0.00015252639273130174j),(0.0005567407522207253+0.0012925492780298791j),(0.0003078013815793398-2.5549400686507908e-05j),(-9.973532211482363e-07-5.263191518555323e-07j),(0.003269658541588412-0.0010134490103692318j),(1.132248099574111e-08-9.015410996477898e-09j),(4.51295848744825e-08+1.1997887135159158e-08j),(0.00017593133577733586-0.00023818405485576306j),(2.346485845698221e-09+2.2074023590369205e-11j),(-3.795370582380643e-09-2.3362275802930278e-09j),(1.5386524644777497e-05+1.2129344405637747e-05j),(9.928518606987117e-19-8.934455522159857e-19j),(-2.832455643051251e-10-4.365410789955064e-09j),(9.082494537493183e-06-0.0001098495288232944j),(-1.1470618762234958e-05+1.0799455797144849e-05j),(1.9201722995441784e-10-3.641754528578212e-10j),(-1.6126101710559651e-09-3.752996285993775e-07j),(0.1813990511208162+0.32994418624021243j)
