t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01
0.1,(-0.054092161435287216+0.09875884341722069j),(-0.3327531084354885+0.24341655786574326j),(0.16357000850360118+1.3825247237844767j),(-0.6744994605128338-0.7512865672668004j),(2.8135920921386295+0.07543906820345099j),(1.8247915655433091+2.6662981787699302j),(-0.19821598218435676-0.9599611169221567j),(1.800912193275956+3.617459096892157j),(-0.6768224223619664-0.3508526116126798j),(-0.5556070206681314-0.17808149884011906j),(0.06331267727403606+0.26352589532046j),(0.4604885677515812-0.15150794518424338j),(-1.2805472394216462-1.0628598512736802j),(-0.26416898741825884+0.4150127128367573j),(-0.09964262169545429+1.0664358251678971j),(-0.4417061822398069-0.21604537264962467j),(1.5939508226657881+2.6372802135407714j),(1.7826365639380415-0.7184607341829393j),(-1.52138051143932+0.15748405786487424j),(-0.3617420341957918+0.8245790561479843j),(-0.5267405690342188-1.6183908106732228j),(1.7736795742924538-0.30144614512847734j),(0.5734600284895199-1.5671704287024193j),(-0.43482196608431695+0.4405251298794402j),(0.4789934589594383-1.470517646049476j),(-0.33808156224394054+1.402734361073983j),(0.9436214676610795+1.204951501084304j),(-0.9274328636207992-0.09123083079247411j),(0.2099356243457155+1.4450173257038936j),(-1.0015749194542838+2.0959613112892477j),(1.5528093038575532+1.0872029448323666j),(-0.013397189249934285-0.015867146589034518j),(0.8571892881031893-0.15670208658461104j),(1.6093886741794337+0.46205467662768207j),(-0.052909886241855456+0.5671693985071475j),(0.8187209064750969+1.6535295698954848j),(0.7124982748047501+0.49910708280840543j),(-2.094472086659948+1.2558599394847902j),(0.19530929364799157-1.246302972523278j),(0.12004824278758323+1.2420552364188564j),(-0.054092161435287216+0.09875884341722069j),(-0.3327531084354885+0.24341655786574326j)
0.11,(-0.06751125804642233+0.0879042269140322j),(-0.35503352539983724+0.23738942051955164j),(0.1538709764945013+1.353341637502086j),(-0.6665711892143916-0.7324667536702517j),(2.9365693578814698-0.04736036769185701j),(2.141976544611739+2.7311674474166816j),(-0.2942974766546494-0.9982358741039201j),(2.375462630243363+3.6864626926121136j),(-0.6524112133540543-0.3914937425678433j),(-0.5380730928489199-0.19508827941209222j),(0.04514070861327394+0.2736633653758706j),(0.4621136887112978-0.10472646799154227j),(-1.3133239360634983-1.0568631801188477j),(-0.2641492410625634+0.4117101674897842j),(-0.12154941693531725+1.052404926212894j),(-0.4450799562410203-0.21694371586055242j),(1.761068856998789+2.505278950035444j),(1.6870786321769828-0.7355915180087212j),(-1.5601058601126516+0.15768675802397544j),(-0.3885709404110544+0.8289533479045511j),(-0.5818318279589644-1.5582145337182935j),(1.7653543373125302-0.3848608407514529j),(0.5565296216663653-1.5940700672911365j),(-0.42982332320685945+0.46033949020683673j),(0.47737716550595527-1.518929126357698j),(-0.3230847146045601+1.4750353372479394j),(0.9295788851206997+1.199384380498838j),(-0.9407491690691135-0.08613134792521501j),(0.14288578547328062+1.5019888344816594j),(-1.0343672393865935+2.2343820225988793j),(1.5852244307929255+1.0393536302293982j),(-0.029370438884642473+0.027797727379767195j),(0.85716500369458-0.14199817645051507j),(1.6523851670580902+0.4012596318981539j),(-0.08806864280921803+0.5995361721873318j),(0.9329184635615961+1.6834401091617j),(0.6774122654166336+0.5284225149711896j),(-2.1545251057872346+1.3311835827377376j),(0.1863462085463447-1.2772221373419967j),(0.15034960561240887+1.2989888095944035j),(-0.06751125804642233+0.0879042269140322j),(-0.35503352539983724+0.23738942051955164j)
0.12,(-0.07966774244302118+0.07536783004616758j),(-0.37640235692685875+0.2297613744387713j),(0.1430165103261924+1.3252657604100953j),(-0.6585105870621949-0.7146520050260144j),(3.0604447798589147-0.19917501113893443j),(2.5108731087029583+2.7557900299243627j),(-0.41328893373205766-1.0226706501434335j),(3.0541322183559587+3.6486733458198857j),(-0.6256501633593003-0.43018147080713076j),(-0.5188703332809462-0.2108761510421513j),(0.025644704019051223+0.282661975641166j),(0.4616178660303555-0.05800028574116098j),(-1.3470908308278298-1.049029450630492j),(-0.26400689122928994+0.4079133170540288j),(-0.14400084675727357+1.037701502390053j),(-0.4481136638215434-0.2184046656898991j),(1.9132134818431026+2.364087236382181j),(1.5966399906475592-0.7404449173992305j),(-1.5995478555688765+0.1590494784033754j),(-0.4158969147736963+0.8323460397846447j),(-0.6293125035808852-1.4949120488491219j),(1.7483095958832486-0.4677738035162359j),(0.5378299683216898-1.6220833979806575j),(-0.42488584568828847+0.4807142918878176j),(0.47360048084183304-1.5716328208229509j),(-0.3035617907478752+1.5526562115018796j),(0.9144091313025512+1.1945350177022231j),(-0.9542361798255105-0.0814784844832568j),(0.0685974949575899+1.5638135493610192j),(-1.0664968007138458+2.3876776129217228j),(1.6166417704720981+0.9918006466283782j),(-0.04599401110770846+0.07148880902491389j),(0.8569621347379239-0.1271025638065781j),(1.690092522143022+0.33390021366891687j),(-0.12277583167123378+0.6351633441983704j),(1.0606444298848552+1.7032601538369956j),(0.6385513499899191+0.5568875836886267j),(-2.219126864723437+1.4118852102880677j),(0.1745702923466829-1.3103969079667115j),(0.18685266398166767+1.358188504489488j),(-0.07966774244302118+0.07536783004616758j),(-0.37640235692685875+0.2297613744387713j)
0.13,(-0.09036850071837464+0.06130233062905211j),(-0.3967190184336268+0.220642288274962j),(0.13106791110457683+1.2981948910832435j),(-0.650315599134673-0.6978023632621287j),(3.1785571377222013-0.38567492510566426j),(2.931428102360352+2.7208258876003293j),(-0.5554438933773893-1.0224850545135824j),(3.822913014472575+3.445400290511745j),(-0.5967202419066647-0.4667699183627581j),(-0.4981045965659024-0.22533096039585862j),(0.004905317163230313+0.29041133675311287j),(0.45893875170770376-0.01147631377527945j),(-1.381772771062682-1.0392719001892177j),(-0.26375663941441396+0.40360044235042625j),(-0.16694218621861112+1.0222655849849112j),(-0.4507665449205882-0.2204130398190545j),(2.0507534912078325+2.2157390308878027j),(1.512158839164732-0.7346339231659548j),(-1.6396760401885553+0.16159279044901606j),(-0.4437595048386941+0.8346864422306793j),(-0.6688950052074375-1.4294901329096665j),(1.722822837987075-0.5488151232804976j),(0.5172620749994259-1.651218320359336j),(-0.41997396389654584+0.5016525971643645j),(0.46730591813953903-1.6290836468566374j),(-0.27871975932375087+1.6360808716896615j),(0.8980954221039434+1.1903539947078976j),(-0.9678827226946781-0.07726868723090716j),(-0.014109830610412287+1.631387452860507j),(-1.098018539788321+2.558253466195047j),(1.6471351536288932+0.9445466987507338j),(-0.06331744308185243+0.1152495082581896j),(0.8566031186337894-0.1120092424234182j),(1.7214277254737202+0.2607858866415305j),(-0.15639664665155628+0.6745885286956942j),(1.2018097895833417+1.7101122073451562j),(0.5956014465385787+0.5842427479008472j),(-2.288909553732461+1.4983572182385767j),(0.15959491795789182-1.345923834828889j),(0.23045412244173355+1.4195550958016825j),(-0.09036850071837464+0.06130233062905211j),(-0.3967190184336268+0.220642288274962j)
0.14,(-0.09943900861093734+0.04588300637020942j),(-0.41585757165004855+0.2101488761942463j),(0.118082998763451+1.272029330216624j),(-0.641982660580492-0.6818797527021326j),(3.2806720318898868-0.6115262533276611j),(3.3967687659979924+2.602424500900636j),(-0.7154809283954202-0.984017266096825j),(4.633748975464417+3.010383308297435j),(-0.5658109280217088-0.5011338783378005j),(-0.4758909025007323-0.23834402833753146j),(-0.016988147034885458+0.2968080122246889j),(0.4540474063767526+0.03469374307039903j),(-1.417284284204531-1.027505289548214j),(-0.2634139728248084+0.39875038390409834j),(-0.19031416699566983+1.0060388038018917j),(-0.4529973642816364-0.2229513356339143j),(2.1742552829102584+2.061938653093834j),(1.4341427564255402-0.7196831505417182j),(-1.6804507121511623+0.16532959171400424j),(-0.4721957595244383+0.8358967141413136j),(-0.7004804002717807-1.3629724888346932j),(1.6894148672677527-0.6266999578549625j),(0.4947177349985126-1.6814795594016898j),(-0.41504955694124984+0.5231579101544951j),(0.4580491346321217-1.6917967885989054j),(-0.24760477980731505+1.725831879598736j),(0.8806196046951953+1.1867883510342048j),(-0.9816768048298202-0.07349806262833915j),(-0.10671605702690415+1.705834881649651j),(-1.1290415832546294+2.7490886161822616j),(1.676779183225395+0.897597680332571j),(-0.0813798512897883+0.15912867841517353j),(0.8561110516522312-0.09671736457955381j),(1.7454353547871186+0.18296051210711683j),(-0.18812094438416896+0.718309073725761j),(1.3557327300019046+1.7007132908700715j),(0.5482117381550817+0.6101723757222014j),(-2.3646442182493033+1.5910063179090739j),(0.14096372678974753-1.3838794206272729j),(0.28217545886151624+1.4828896467115416j),(-0.09943900861093734+0.04588300637020942j),(-0.41585757165004855+0.2101488761942463j)
0.15,(-0.10672604384571197+0.02930540502532478j),(-0.43370678475877117+0.1984031550145751j),(0.10411677540843962+1.2466716477888014j),(-0.6335067049573512-0.6668477618303619j),(3.3525228006481815-0.8783891740910224j),(3.8891938752915003+2.374352574345913j),(-0.8791863997904626-0.8940494782226701j),(5.390969694322561+2.2926642341828205j),(-0.5331176320484335-0.5331690954999924j),(-0.45235300110460724-0.24981258555295166j),(-0.03993851114008123+0.3017567661212725j),(0.44694795984426916+0.08035784962443522j),(-1.4535293236286593-1.0136468928454934j),(-0.26299513460479707+0.39334275892619514j),(-0.214052836382388+0.9889648566410857j),(-0.4547646124334871-0.22599964339623674j),(2.284396069028845+1.9040839495576136j),(1.3628375193225888-0.6969905858294473j),(-1.7218223515126072+0.17026415675326928j),(-0.5012391037779906+0.8358918978680621j),(-0.724154383620723-1.2963559349582416j),(1.6488194997509358-0.7002803059829149j),(0.47007890179709094-1.7128681003380208j),(-0.41007194718027506+0.5452340660133773j),(0.4452745468812076-1.76035562588508j),(-0.20906255299084472+1.8224679449195167j),(0.8619624685940086+1.1837813361816942j),(-0.9956056182497222-0.07016235981619934j),(-0.21110156124509294+1.7885801102230152j),(-1.159751845469055+2.9639258950521774j),(1.7056504349666557+0.8509622701901645j),(-0.10021054976277191+0.2031816678835576j),(0.8555084655808162-0.08123146717965238j),(1.7613475729208674+0.10167353266958955j),(-0.21694118451818178+0.7667251430753835j),(1.5209288248234807+1.6714584845522682j),(0.4959901547430479+0.6342903449086406j),(-2.4472753139970393+1.6902458258419213j),(0.11813845707346912-1.4243080325174744j),(0.34317711630682934+1.5478583818991167j),(-0.10672604384571197+0.02930540502532478j),(-0.43370678475877117+0.1984031550145751j)
0.16,(-0.11210009704368536+0.011782649628303655j),(-0.4501700512059346+0.1855310397441168j),(0.08922204850081626+1.2220264911144156j),(-0.6248811784975872-0.6526714328398269j),(3.3765190701369514-1.1820647626686394j),(4.376440996437796+2.013298449401025j),(-1.022660258421604-0.746776489182631j),(5.957166597569983+1.2953609395879173j),(-0.49883919655280956-0.5627921896517077j),(-0.4276229357440459-0.2596402150716352j),(-0.06384168733925849+0.3051717094356953j),(0.4376765314602757+0.12536805367497506j),(-1.4904011049498882-0.9976175690669714j),(-0.2625170818324753+0.3873581889610042j),(-0.23808946286623223+0.9709900083820554j),(-0.4560267150983418-0.2295355656662081j),(2.3818979614657776+1.7433008685893723j),(1.2982899979142581-0.6678090400414342j),(-1.7637310766265595+0.1763911752569007j),(-0.5309180932161399+0.8345800475750297j),(-0.7401719521995899-1.2305706086896213j),(1.6019414166546648-0.7685852419770797j),(0.44321702549411857-1.745380525470109j),(-0.40499789479010495+0.5678850965232312j),(0.42828311749980424-1.8354195929076285j),(-0.16168744763285905+1.926576943895048j),(0.8421040885374728+1.1812721603440492j),(-1.009655540261479-0.06725695332250814j),(-0.32969110050532996+1.8814466352027421j),(-1.1904450542748137+3.2075400150755304j),(1.7338285801904973+0.8046514658686769j),(-0.11982971404164357+0.2474714288287601j),(0.8548160460512959-0.06556133778071661j),(1.7686358092169752+0.018333373921652657j),(-0.24164465538288807+0.8200636102574708j),(1.694885640627648+1.618592540478828j),(0.43849885470678635+0.6561211045983959j),(-2.5379642692151756+1.7964826675541403j),(0.0904854786830756-1.4672048434246225j),(0.41477096291337084+1.613946567243661j),(-0.11210009704368536+0.011782649628303655j),(-0.4501700512059346+0.1855310397441168j)
0.17,(-0.11545742407230616-0.006457578643062716j),(-0.4651651945472125+0.17166107546956838j),(0.0734500181812199+1.1980004333605443j),(-0.6160980606217792-0.6393170569477072j),(3.334589654653726-1.5096252840460616j),(4.810961278779069+1.5077966414210926j),(-1.118172037084821-0.5515725390472657j),(6.196022947511084+0.10926195411348161j),(-0.46317552614655744-0.5899402522231322j),(-0.4018406022024079-0.26773731261336176j),(-0.08858780938593419+0.30697731966048597j),(0.42629943887584515+0.1695846812106105j),(-1.5277820480200375-0.9793429079821874j),(-0.2619974303676607+0.3807785366609819j),(-0.2623504946540152+0.9520636157439983j),(-0.45674225073329466-0.2335341434553333j),(2.467480579670606+1.5804827779389867j),(1.2404025885197927-0.6332417597074953j),(-1.806106137619919+0.18369479956543563j),(-0.5612550467073496+0.8318624739521279j),(-0.74893302871038-1.1664472565724184j),(1.5498067264263518-0.8308470651999859j),(0.41399235302556375-1.7790082398538294j),(-0.39978159270702246+0.5911150704011093j),(0.4061895603995922-1.91773095670128j),(-0.10375699146232842+2.0387615111045636j),(0.821024202512793+1.1791957466354166j),(-1.023812129820097-0.06477682554910572j),(-0.4656623225290986+1.9867970828310402j),(-1.2215761551883435+3.486122069153914j),(1.7613974410329356+0.7586780715152155j),(-0.14024908798569502+0.2920696763306853j),(0.8540514149684412-0.049721503034516105j),(1.767048127009341-0.06555389555580972j),(-0.2608313982245946+0.8782845076935141j),(1.8738553704900347+1.5384961632547314j),(0.3752503058539929+0.6750746111809746j),(-2.6381443494300436+1.9100961736836997j),(0.05726159598695008-1.5124920193790214j),(0.4984283669388292+1.6803983504403681j),(-0.11545742407230616-0.006457578643062716j),(-0.4651651945472125+0.17166107546956838j)
0.18,(-0.11672168958286527-0.02517632676831628j),(-0.4786241825512756+0.15692329971278624j),(0.05685083207206611+1.1745018623865304j),(-0.6071478911407472-0.6267519737455405j),(3.213479501580122-1.8382517342850955j),(5.135633632035611+0.8687965511789429j),(-1.1464350285094613-0.33424833741654825j),(6.0405606524402184-1.098060681215642j),(-0.42632538749503596-0.6145701531025206j),(-0.3751532976454408-0.27402157495430945j),(-0.11406251615003526+0.30710931030972793j),(0.4129107628523057+0.21288015746868588j),(-1.5655438398582124-0.958754441005017j),(-0.26145438579332964+0.373587149778069j),(-0.2867575711644692+0.9321386771422557j),(-0.4568701772353338-0.23796778779706126j),(2.5418290060765134+1.4163300216712913j),(1.1889784516925586-0.5942475081178359j),(-1.8488654543076655+0.1921477283704035j),(-0.5922645589606742+0.8276341318733167j),(-0.7509520487333249-1.1046935710487324j),(1.4935111176423501-0.8865126472549508j),(0.3822531939583242-1.8137365710204725j),(-0.3943746625070378+0.6149279064777758j),(0.3778652144991083-2.0081186370540953j),(-0.033147349955201716+2.159612432660876j),(0.7987026282603825+1.1774824886920474j),(-1.0380601199013888-0.06271654912363224j),(-0.6232544051580268+2.1077334332651936j),(-1.2538350822841917+3.80784102147205j),(1.7884459906482255+0.7130561560695816j),(-0.16147272783230696+0.3370580958022145j),(0.8532281022181769-0.033730370251640746j),(1.7566276473826354-0.14845537049688134j),(-0.27297106373820706+0.9409780514616096j),(2.052720746738501+1.4281025975238908j),(0.30570508094406873+0.690413004969392j),(-2.7495895385289626+2.0314041739944657j),(0.017600314527600427-1.559985862191537j),(0.595779543464851+1.7461390584571057j),(-0.11672168958286527-0.02517632676831628j),(-0.4786241825512756+0.15692329971278624j)
0.19,(-0.11584516061408183-0.044126862849528124j),(-0.4904927697805625+0.14144822683763392j),(0.03947411000405046+1.1514409099864218j),(-0.5980198047036825-0.6149443731034832j),(3.0110714968682677-2.1380409631580357j),(5.2976160532984435+0.13621578819769292j),(-1.1067097951328002-0.12734532876727755j),(5.533941639145682-2.149431798552897j),(-0.38848441255632504-0.6366575990601228j),(-0.34771524999953224-0.2784185245253227j),(-0.14014836439551914+0.3055153303192665j),(0.3976293691203953+0.25514232265010445j),(-1.603547633322332-0.9357909046940891j),(-0.2609066598915983+0.3657691100735967j),(-0.3112275968521491+0.9111723995477548j),(-0.45637006691504844-0.24280621802025576j),(2.605573801257753+1.2513869536110334j),(1.1437579276422425-0.5516514553941965j),(-1.891915206842629+0.20171035813159344j),(-0.6239519005624171+0.8217841810193528j),(-0.7468247767599744-1.0458803000246846j),(1.4341700938135267-0.9352409460390735j),(0.3478351550014964-1.8495437259692904j),(-0.38872615210568906+0.6393271577370523j),(0.3418615197848767-2.1074956867595294j),(0.05277566372845145+2.2896621786837805j),(0.7751197214499044+1.1760580181471554j),(-1.0523834060128812-0.06107026923827014j),(-0.8082261712561063+2.248363104475137j),(-1.2882531593423836+4.183632640737576j),(1.815069314562097+0.6678004970222793j),(-0.18349777571684986+0.38252960183405316j),(0.8523548137216108-0.017609099520334254j),(1.7377096600092494-0.22888478900147424j),(-0.27651033940257064+1.007269119357217j),(2.225009498673361+1.2854333930019255j),(0.229273360376679+0.7012061981998509j),(-2.8745004343566216+2.1606094823596615j),(-0.02949918352608112-1.6093520878101795j),(0.7085972991118655+1.8096763031942336j),(-0.11584516061408183-0.044126862849528124j),(-0.4904927697805625+0.14144822683763392j)
0.2,(-0.11280942023240556-0.06305830580894385j),(-0.5007300842050276+0.12536594461650621j),(0.02136944027452326+1.1287294217656234j),(-0.5887015731657891-0.6038630983773241j),(2.740251146311792-2.3793014247139426j),(5.266217122691345-0.6251860492628412j),(-1.0156412601081295+0.04402779801581959j),(4.802781171693383-2.9331818989008376j),(-0.3498433285042714-0.6561959878816734j),(-0.319687114527385-0.28086207596434776j),(-0.1667263450714632+0.3021554773486391j),(0.38059551322573465+0.2962771433609328j),(-1.641644395425098-0.9103995417639174j),(-0.2603733723343017+0.3573114844604932j),(-0.33567288388961275+0.8891267745695662j),(-0.455202349091384-0.24801640763331836j),(2.6592800696555856+1.086074970392974j),(1.1044470859650093-0.5061591911092995j),(-1.9351494886348788+0.21233003833166336j),(-0.6563113197067463+0.8141967524596009j),(-0.7371953896208541-0.9904367249115126j),(1.372874852947716-0.9768889399813703j),(0.31056034806946564-1.8863995865284j),(-0.38278253653208216+0.6643157640119066j),(0.29630737055460193-2.2168444660881095j),(0.15729649072931917+2.429306271631814j),(0.7502568785354771+1.1748429871832242j),(-1.0667650310193675-0.05983168613790771j),(-1.0285920699343467+2.414274126893183j),(-1.3264223761309633+4.628551709081099j),(1.8413695529222374+0.6229260238255291j),(-0.20631525327535116+0.428589657620393j),(0.851435066364189-0.001380319313011566j),(1.7108977877529046-0.3054714533121332j),(-0.2700349923748611+1.075755621654269j),(2.3831393668442726+1.1101973669495808j),(0.14532361025647356+0.706272710539089j),(-3.015610014608785+2.2977161871121j),(-0.0851764430953737-1.6600460114487545j),(0.8387546504485003+1.8689768693528184j),(-0.11280942023240556-0.06305830580894385j),(-0.5007300842050276+0.12536594461650621j)
0.21,(-0.10762558377857728-0.0817193167956418j),(-0.5093081702358082+0.10880531242139935j),(0.0025868482548032957+1.1062809679667247j),(-0.5791796566627242-0.5934774498795151j),(2.4270217243869543-2.541503415311964j),(5.045208102355765-1.342092654551166j),(-0.8967741985550585+0.16961342408863297j),(3.989582054171511-3.428165100069508j),(-0.3105864292313748-0.6731951031303532j),(-0.2912354214127933-0.2812951466243721j),(-0.19367747492607754+0.2970026137006215j),(0.3619671695833812+0.3362107569761713j),(-1.6796754177630178-0.8825374216065278j),(-0.25987393754609256+0.34820357531137497j),(-0.360001361083221+0.865969162359285j),(-0.45332856219097534-0.25356253588914396j),(2.703443019494708+0.9207209505715155j),(1.0707395983370847-0.45837200005773765j),(-1.9784500327440198+0.22394047086811328j),(-0.6893242682207849+0.8047519563404019j),(-0.7227262891082743-0.9386542387395165j),(1.3106561616927073-1.0114889878946947j),(0.2702365788661495-1.9242643218495024j),(-0.376487723474426+0.6898957709108585j),(0.23877171829733002-2.3371791235347064j),(0.2845274219311368+2.578672759117884j),(0.7240970870027758+1.1737528721319193j),(-1.081187166515708-0.05899403796745761j),(-1.2957409128229218+2.6130980415146263j),(-1.3707810190140726+5.16358949676261j),(1.8674568474750486+0.5784472735689982j),(-0.229910865027319+0.47535767089946934j),(0.850467212486877+0.01493318460079807j),(1.6770222336437661-0.3770181022408802j),(-0.2524754486766339+1.1445131425480684j),(2.5189535325101673+0.9043406457273971j),(0.053204363006047764+0.7041012115779587j),(-3.1763109427008827+2.442399613519939j),(-0.1507010740993462-1.7112344260118104j),(0.9881407910863254+1.92131856459465j),(-0.10762558377857728-0.0817193167956418j),(-0.5093081702358082+0.10880531242139935j)
0.22,(-0.10033401384058893-0.09986177478181454j),(-0.5162114979396141+0.09189325047498553j),(-0.016822762585916917+1.0840108955706855j),(-0.5694392642910784-0.5837569877769687j),(2.1029303591032873-2.6190023924210264j),(4.671354690611998-1.9537501106624366j),(-0.7704573134089656+0.2517443879026207j),(3.2012627359259276-3.676827538195199j),(-0.2708902944566676-0.6876796937437294j),(-0.2625319555193899-0.27967030859229114j),(-0.2208844337139449+0.2900424786978242j),(0.34191623134644605+0.37489082329474815j),(-1.7174729995227882-0.8521727595193335j),(-0.25942793701224187+0.3384371665069489j),(-0.38411685554801733+0.8416728728908384j),(-0.4507116146303601-0.2594059462803873j),(2.7384879528620805+0.7555810728327271j),(1.0423331380560932-0.4088021922565751j),(-2.021686025142185+0.23646129731377377j),(-0.7229575844350306+0.7933271666922646j),(-0.7040723452834605-0.8906962340660712j),(1.2484573267063102-1.0392208397873373j),(0.2266565256323178-1.9630867942822914j),(-0.3697830658185366+0.7160680122970928j),(0.16608108522114767-2.469467492460981j),(0.4396290530670786+2.737408283872683j),(0.6966255253085668+1.17269780491158j),(-1.0956310910401592-0.058550084240164973j),(-1.6262452699266654+2.8553979720145644j),(-1.425145437559024+5.818610468465868j),(1.893450321578441+0.5343778697857321j),(-0.2542658009961723+0.5229684899626594j),(0.8494448273005478+0.03130968166155243j),(1.6370851989603619-0.4425429937184605j),(-0.22332408076365745+1.211194394710964j),(2.6245433857378533+0.6723889905610206j),(-0.0477109264224929+0.6927476092834656j),(-3.3608026094396597+2.593805632632259j),(-0.22744094800570858-1.7616969881713829j),(1.158513576193382+1.963121364062088j),(-0.10033401384058893-0.09986177478181454j),(-0.5162114979396141+0.09189325047498553j)
0.23,(-0.09100354395682747-0.11724435920885364j),(-0.521436446102065+0.0747541099632086j),(-0.03680719788331303+1.0618364219350884j),(-0.5594644254037252-0.5746713337741203j),(1.7960169107759485-2.620428726491431j),(4.200122605093923-2.426270976388812j),(-0.6497145076988681+0.29898092357654216j),(2.495989041134061-3.744674786932748j),(-0.2309227552984298-0.6996879802528062j),(-0.23375304827723273-0.2759504743372424j),(-0.24823321686538652+0.28127359669324803j),(0.3206247233012506+0.41228719333869834j),(-1.7548613109320252-0.8192862112072294j),(-0.2590549776495562+0.32800676147483443j),(-0.40791945364532217+0.816217732403101j),(-0.44731605330826696-0.2655051137605267j),(2.7647730814714437+0.5908603226488538j),(1.0189414069334684-0.35788776237484865j),(-2.064714021040378+0.2497979200512444j),(-0.7571616769330687+0.7797986183822733j),(-0.6818604860778732-0.8466123251938027j),(1.1871162788547356-1.0603813086444804j),(0.1795969210239165-2.0028027321875683j),(-0.36260738402077225+0.7428317533660171j),(0.07408137264956235-2.614481960742594j),(0.6290723194719398+2.9043309493821745j),(0.6678302142609903+1.1715824399557733j),(-1.1100771654874197-0.05849209024507354j),(-2.0446668429953534+3.1557241423051363j),(-1.4955367997730473+6.636470877380463j),(1.9194791265502316+0.4907300332948056j),(-0.2793575284646505+0.5715740318751115j),(0.8483573914223576+0.047729508749846744j),(1.5921996621544865-0.5013037984146611j),(-0.18281326870717293+1.273233522832395j),(2.6932569330596405+0.42141853544251695j),(-0.15793944563199624+0.6697029105780559j),(-3.574247920862766+2.7502433532346617j),(-0.3167924078968384-1.8097079929698516j),(1.3512598785281997+1.9897723469945365j),(-0.09100354395682747-0.11724435920885364j),(-0.521436446102065+0.0747541099632086j)
0.24,(-0.07973023459108383-0.13363596574481618j),(-0.524990765211554+0.057509114413797836j),(-0.05731258856875031+1.039676770803496j),(-0.5492380731597623-0.5661899712990704j),(1.5249805885637628-2.563151524382882j),(3.687830369039157-2.7542353105987303j),(-0.5408864051669724+0.3209615339931592j),(1.8941285202527438-3.6932722019619235j),(-0.19084209860295043-0.7092701260905306j),(-0.205078761439951-0.27010960222585334j),(-0.27561477400200474+0.2707069852034999j),(0.2982811576635954+0.44839193628972246j),(-1.7916574418278632-0.78387211679683j),(-0.2587745372307303+0.3169098091941987j),(-0.4313059328931491+0.7895906351568565j),(-0.44310834331467197-0.2718156176549651j),(2.7825939587838913+0.42672817628469273j),(1.0003027327832554-0.30600599807262785j),(-2.10737798389532+0.26384160393155554j),(-0.7918687660089183+0.7640433477560656j),(-0.6566748564672269-0.8063550177487409j),(1.127355971856768-1.075354109023577j),(0.1288177542058991-2.0433326404317973j),(-0.35489700189007256+0.7701842910703639j),(-0.042662415777564106-2.7725283837277295j),(0.860923510957013+3.0768728748346836j),(0.6377027208741267+1.170305865178998j),(-1.1245048061524456-0.05881181277129086j),(-2.5874725267538468+3.533271978481999j),(-1.5913233478861706+7.67767262427132j),(1.9456835933167338+0.4475141318892261j),(-0.3051605638546847+0.6213450848264402j),(0.8471911745646794+0.06417581652267837j),(1.5435277478732305-0.5528033372870506j),(-0.13199725244163021+1.3281334758470047j),(2.7206894439163505+0.16055515890749938j),(-0.2777383022775494+0.6317301825880308j),(-3.8229123942883905+2.908719903997437j),(-0.42005228110282133-1.852906120393315j),(1.5670302891676966+1.995476800874839j),(-0.07973023459108383-0.13363596574481618j),(-0.524990765211554+0.057509114413797836j)
