t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00,B00_z_0015_00,B00_z_0016_00,B00_z_0017_00,B00_z_0018_00,B00_z_0019_00
1.56,(0.44161491979863854+0.19288057182393614j),(0.17074777698619914-0.06484473196834349j),(1.4519384335094563-0.06081982216937296j),(0.1313551227438148+0.027045066780024746j),(0.18422862466220538-0.6687934166641726j),(0.12361584523932467-0.19145712531832826j),(-7.739788230635387-5.48272309135528j),(0.4529866761996009+0.2563690456811658j),(1.6467045706079817-0.2237391361840114j),(0.6207883859913093-0.8801690079760247j),(0.49258522652716874-0.22174298653077998j),(0.3399892072041147+0.2881474772651863j),(0.21150019284211713+0.1767986837397142j),(1.6363644080090092-2.565073962231319j),(0.19321792208664673-0.021811159374122428j),(0.16392213011989157-0.47252484119252736j),(0.17293354908985956-0.5363111350493567j),(0.17115177244558438-0.3395854969916365j),(0.49942630073987476+0.24112605156140193j),(1.4358877821854141+0.017262606280223178j)
1.57,(0.4384010561372699+0.1935374895196338j),(0.1720413898002454-0.06707752324610693j),(1.4524988627416022-0.06470395351086695j),(0.13084957098389846+0.02412588657707791j),(0.18999920546986387-0.6752321851497701j),(0.12717796708328336-0.19484351944224718j),(-8.297942592591637-5.145569978997114j),(0.44892811853766534+0.2566354354550074j),(1.648726924574576-0.2294175692473677j),(0.625434089291619-0.8886421004952485j),(0.4960673768968095-0.22096606171196417j),(0.3352691532638522+0.2872100064155222j),(0.2082256090634288+0.17488876339970455j),(1.6425798898896005-2.617434565659907j),(0.1936652957044559-0.023616941258114692j),(0.17015488655678446-0.4771153827701703j),(0.17921873282631487-0.5414086860019008j),(0.17661927035719727-0.3430059318936331j),(0.49568738729311557+0.2417633874433911j),(1.435750092707271+0.01354588708479932j)
1.58,(0.43514885376515555+0.19405483660300804j),(0.17338214033625216-0.06942115008983621j),(1.4531190944274406-0.0684501331811329j),(0.13040212646602273+0.0210678514266441j),(0.19577560513272754-0.6818957274345059j),(0.1308026308707949-0.19831739081011585j),(-8.857025991353797-4.720606466037929j),(0.444825482850841+0.25675864423018235j),(1.6509010005279139-0.23490987710393368j),(0.6301690206550296-0.8974677877539597j),(0.49955998899442455-0.22027490275871203j),(0.3305263430886901+0.28610161934679507j),(0.2049729513959431+0.1728038492523463j),(1.6500100878293058-2.6721722766354374j),(0.19415059044651484-0.02554462398669397j),(0.17642762231079967-0.48183551040183054j),(0.1855353889276114-0.546662723139088j),(0.18213646979746045-0.3465186896516413j),(0.4918988203628148+0.2422701742825054j),(1.4356405399278305+0.009973125339331507j)
1.59,(0.4318577009009603+0.19441709701817214j),(0.17477293217731882-0.0718922454925467j),(1.4538042537585962-0.07203907649906852j),(0.13001586485689573+0.01785465175764684j),(0.20156218273288787-0.6888161186780584j),(0.13449240789465916-0.20189683835418876j),(-9.40180664174268-4.197459807628962j),(0.44067720526252674+0.2567226897049918j),(1.653243933114933-0.2401857861269505j),(0.6350153845545355-0.9066816996319956j),(0.503068398428051-0.21968361967368227j),(0.3257608365445145+0.28480483591042166j),(0.20174486323242607+0.1705270387139032j),(1.6589103458236383-2.729562840944363j),(0.19467673278277228-0.027610617686846115j),(0.1827443371050477-0.48670986088765894j),(0.19188785762237356-0.5521000227370244j),(0.18770697674858072-0.3501444895544186j),(0.4880584653730151+0.24263127194205208j),(1.4355600225664233+0.006562367767853593j)
1.6,(0.42852744019731814+0.19460920727255213j),(0.17621703399549044-0.0745068615348585j),(1.454559525721333-0.0754519693567711j),(0.12969424004413865+0.014470607634033482j),(0.20736347990860168-0.6960256057820458j),(0.13825023615706158-0.20559947555202612j),(-9.911962343379281-3.5681830550790345j),(0.436482257069604+0.25651204226288826j),(1.6557728514717234-0.2452153427703329j),(0.6399958503231603-0.9163202598689396j),(0.506598075278388-0.21920573157723403j),(0.32097329049301493+0.2833027850856967j),(0.19854447022846392+0.16804211209674344j),(1.6695618596103863-2.7899133360062427j),(0.19524702238352656-0.029830732455044518j),(0.18910940012749552-0.49176283290761574j),(0.198280815144335-0.5577472272410845j),(0.19333478387328135-0.35390363325966157j),(0.48416468309476+0.24283193335545747j),(1.4355095927102022+0.0033310699763745605j)
1.61,(0.42515839720363774+0.19461662755320114j),(0.1777180708165194-0.07728040659559055j),(1.4553900391103016-0.07867050908430365j),(0.12944107497103216+0.010900734345284109j),(0.21318419538327832-0.7035565942953125j),(0.1420794080680318-0.20944237190129508j),(-10.362090549917774-2.8294770803067864j),(0.432240177867713+0.25611170016585055j),(1.6585046647586028-0.24996891110905906j),(0.6451335785733058-0.9264207085763257j),(0.5101546186468958-0.2188541210193653j),(0.3161649790507258+0.28157928924179004j),(0.19537538077831018+0.16533360993135474j),(1.6822766571144765-2.8535656626697294j),(0.19586512576188606-0.032220113577745194j),(0.19552753342948515-0.49701854348542907j),(0.20471925565821952-0.5636308094158223j),(0.19902425589183542-0.3578159508619833j),(0.4802163666711871+0.24285787424985195j),(1.4354903575496036+0.0002960386275387755j)
1.62,(0.42175140725968285+0.19442541168847707j),(0.17928001417726092-0.0802275863846777j),(1.456300743713482-0.08167694083681953j),(0.12926055086685462+0.007130804068754496j),(0.2190291600994408-0.7114416454780553j),(0.14598355715560868-0.21344199881226136j),(-10.722720409390652-1.9853240927837523j),(0.4279511065556452+0.255507263742734j),(1.6614558332080065-0.2544171592044955j),(0.6504522617875482-0.9370211346381753j),(0.5137437524688955-0.21864099130125897j),(0.3113378108393674+0.27961894621407685j),(0.19224168404145248+0.16238690687144253j),(1.697403868270335-2.920900613206905j),(0.19653506870674461-0.03479318035141901j),(0.20200379539395102-0.5025007910181898j),(0.21120847355993833-0.569777043943323j),(0.20478011465099083-0.36190075215407735j),(0.4762129769750451+0.24269534221681904j),(1.435503375409894-0.002526622836086725j)
1.6300000000000001,(0.41830784018564293+0.19402227549978862j),(0.18090717106919227-0.0833623491078313j),(1.457296282423818-0.08445409020738441j),(0.1291571947868708+0.003147403184535007j),(0.22490331294159557-0.7197134837576237j),(0.1499666437773642-0.2176141801359994j),(-10.96274707145971-1.049498240115574j),(0.42361580950905353+0.25468500805539673j),(1.6646421265447089-0.258531036571982j),(0.6559761796110701-0.9481605186262508j),(0.5173713222245794-0.21857782688202992j),(0.30649434267680614+0.27740720847716127j),(0.18914794527508455+0.15918828155702697j),(1.7153376009960652-2.9923426179657286j),(0.19726122735547064-0.03756356885270153j),(0.20854356433148705-0.5082330249402973j),(0.2177540462081542-0.5762119865499651j),(0.21060742389559828-0.36617678317665225j),(0.4721545755553025+0.24233118470866594j),(1.4355495479744034-0.005121565165907566j)
1.6400000000000001,(0.414829622135419+0.19339466306765474j),(0.18260417155790876-0.08669783504831698j),(1.4583808600904917-0.08698539298000911j),(0.1291358653822423-0.0010620151480283755j),(0.230811677006477-0.7284050147741229j),(0.15403293981327484-0.22197404751003783j),(-11.053384517494317-0.047141026184618184j),(0.4192357052213985+0.25363195349971807j),(1.6680783716184304-0.2622817455452275j),(0.6617302694419643-0.9598787868413159j),(0.5210432921586022-0.21867535694085188j),(0.3016377891890748+0.27493045868687677j),(0.1860991982518118+0.15572498182673422j),(1.7365268347529828-3.06836528252794j),(0.19804831775491705-0.04054407898977594j),(0.2151525222417807-0.5142383220404517j),(0.2243618171231797-0.5829614606922358j),(0.21651157373424185-0.3706621881106923j),(0.46804185442713764+0.24175291551142047j),(1.4356295106623262-0.007474241391389059j)
1.6500000000000001,(0.4113192539953981+0.19253081042147027j),(0.18437595496811038-0.09024633082323116j),(1.4595581109626357-0.08925492312260312j),(0.1292017368289687-0.005509083507860426j),(0.2367593363575201-0.7375493541882142j),(0.15818701231183832-0.22653600066552898j),(-10.973194099332018+0.9856093566543531j),(0.4148128847347483+0.2523359337796336j),(1.6717781910691014-0.26564070981769305j),(0.6677402130177517-0.972216877076864j),(0.5247657426045184-0.2189435221591174j),(0.29677202786919693+0.2721760808665768j),(0.18310093457233648+0.15198528469857764j),(1.7614878708459554-3.149497833794266j),(0.19890138376290906-0.043746626141643374j),(0.22183663875945867-0.5205393694038587j),(0.23103787967089406-0.5900510517875871j),(0.22249826477269094-0.3753744765250713j),(0.46387616197430853+0.2409487792225781j),(1.4357435231650797-0.009570952571035756j)
1.6600000000000001,(0.40777982574136573+0.19141980615429308j),(0.1862277545266276-0.09401922853947113j),(1.4608309666048565-0.09124742027110645j),(0.12936028085631535-0.01020447813755717j),(0.24275141318252136-0.747179867406345j),(0.16243370605504653-0.23131367280090304j),(-10.713022593003833+2.004634382443768j),(0.41035012722492376+0.2507856606814382j),(1.6757537348430331-0.2685795438844879j),(0.674032539836-0.9852168166873577j),(0.5285448670037416-0.21939144478141673j),(0.29190159916733854+0.26913252653040587j),(0.1801590897189056+0.1479585505788088j),(1.7908200518043702-3.236332593772992j),(0.19982578315006344-0.04718219766216836j),(0.22860215528728917-0.5271584539082349j),(0.23778856123404535-0.5975061089357584j),(0.22857349187378992-0.3803304959531315j),(0.45965952426521706+0.23990781324369986j),(1.4358913621622948-0.011398891879774409j)
1.67,(0.40421502621126343+0.19005164846373318j),(0.1881650803624312-0.09802699003812487j),(1.462201526181736-0.09294831806703462j),(0.129617246828855-0.015157882542047741j),(0.24879304525893978-0.7573302203695914j),(0.1667781250035043-0.23631990108624493j),(-10.279270381442592+2.9633016347771672j),(0.40585091016416097+0.24897078507413434j),(1.680015406412276-0.27107002749908243j),(0.6806347484254988-0.9989218135288276j),(0.5323869682097666-0.22002740200774684j),(0.28703170126783784+0.26578937506878764j),(0.17728002573611454+0.1436352712108505j),(1.8252256983564097-3.32953358792527j),(0.2008271717735297-0.05086081449060053j),(0.2354555693060193-0.5341174581610365j),(0.24462040786092396-0.6053517540388744j),(0.23474352748960722-0.3855464097331936j),(0.45539466113390414+0.23861990678657743j),(1.436072218233918-0.012946187777820193j)
1.68,(0.40062914781061515+0.18841729812851832j),(0.19019370077223216-0.10227911637536123j),(1.463670931021351-0.09434377477513597j),(0.12997863985201005-0.0203779569713418j),(0.25488936361966724-0.7680344415509622j),(0.17122561258071453-0.2415667023203285j),(-9.694049752892164+3.8193669332709317j),(0.40131941355900735+0.24688195357063641j),(1.6845715856374868-0.27308408958702113j),(0.6875754467039068-1.0133763603252754j),(0.5362984536768487-0.22085880276241848j),(0.28216817929024424+0.26213738776942913j),(0.17447051047022813+0.13900711094041854j),(1.8655355365891115-3.429846360150361j),(0.2019114857098167-0.054791498069769566j),(0.24240361883884246-0.541437862726073j),(0.25154016937181484-0.6136128981943838j),(0.24101490450129687-0.39103768000981387j),(0.4510849964441584+0.23707585638802736j),(1.4362845989607613-0.014201947039334419j)
1.69,(0.3970270857395366+0.1865087269482116j),(0.19231962167301264-0.10678412264336691j),(1.4652392453790901-0.09542070762077696j),(0.1304506968885366-0.025872313938186467j),(0.2610454703027134-0.7793269953120046j),(0.17578173075533574-0.2470652537184997j),(-8.991937858297078+4.541078812617975j),(0.3967605178500494+0.24451086030499944j),(1.6894283503732395-0.27459380631277264j),(0.6948845129205077-1.0286263529987214j),(0.5402858291478547-0.22189216787761357j),(0.27731750874148353+0.25816855491052804j),(0.17173769334537042+0.1340669409477634j),(1.9127413355189833-3.5381089905691026j),(0.20308492125296018-0.058982242727655176j),(0.24945326703936915-0.549140754449856j),(0.2585547848965411-0.6223142652029395j),(0.24739439849408934-0.39681905575477533j),(0.4467346620377543+0.2352674174335157j),(1.436526240163893-0.015156298406288276j)
1.7,(0.39341433141373905+0.18431896120126118j),(0.19454906417836848-0.11154951818696476j),(1.466905345334624-0.09616683224404443j),(0.13103986089240788-0.03164749985695189j),(0.26726641606031626-0.7912428667826644j),(0.18045223788198578-0.25282587876470836j),(-8.214221634842351+5.110890008546543j),(0.3921797951612219+0.24185029331303068j),(1.6945891991580568-0.27557141816359426j),(0.702593278991729-1.0447192234825535j),(0.5443556904781213-0.2231331137215539j),(0.2724867731421637+0.25387613544080806j),(0.16908907770351594+0.12880886618213758j),(1.9680380976452119-3.655264163587086j),(0.20435391270649636-0.06343999362811246j),(0.2566116868647166-0.5572468406613094j),(0.26567136881140374-0.6314804220031865j),(0.2538890093889362-0.4029045656292356j),(0.4423484949648033+0.2331873512045876j),(1.4367940271745325-0.01580043757170125j)
1.71,(0.38979695984487656+0.18184211971415756j),(0.19688844025352514-0.11658179222092344j),(1.468666817767376-0.09657070856648084j),(0.13175275298665462-0.03770898282219037j),(0.27355717789556866-0.803817658448402j),(0.18524306526473705-0.2588580380153458j),(-7.4025007329844446+5.525865677900323j),(0.38758349369730594+0.23889417504777344j),(1.700054777670381-0.2759893709817172j),(0.7107347383962912-1.0617040875148689j),(0.5485147132603627-0.22458633929293906j),(0.26768363584908383+0.249254688852167j),(0.16653248978393903+0.12322824482534908j),(2.0328790156873446-3.7823718576399115j),(0.2057251079225321-0.06817063034295255j),(0.2638862457894648-0.5657764689825429j),(0.2728971970403293-0.6411358158166792j),(0.2605059423482667-0.4093075154712194j),(0.4379320277030592+0.2308294669900748j),(1.4370839279506853-0.016126674086143353j)
1.72,(0.3861816108456193+0.17907344618169552j),(0.19934432642389083-0.1218864048005098j),(1.4705198713680847-0.0966217942050204j),(0.13259614273251277-0.04406114647540456j),(0.27992263628671715-0.8170876986555905j),(0.19016029241259794-0.2651703246967163j),(-6.593423736845+5.795279604876796j),(0.3829785152058128+0.23563759661710695j),(1.7058226120725075-0.27582038582691415j),(0.7193437812112622-1.079631907877909j),(0.5527696399493551-0.22625561679492143j),(0.2629163061953019+0.24430009895317095j),(0.16407604446539986+0.11732170020846559j),(2.109047633146453-3.9206217296180585j),(0.20720534156808212-0.07317895604132107j),(0.271284490511225-0.5747496524531259j),(0.28023969368242024-0.6513048177585299j),(0.26725258787069445-0.41604049015593614j),(0.4334914711910084+0.22818865883652292j),(1.437390939763764-0.01612848062307596j)
1.73,(0.38257546402934256+0.17600933543456423j),(0.20192343553353814-0.12746778304453157j),(1.4724592616529681-0.0963105063455711j),(0.13357691655829107-0.05070728983807428j),(0.2863675519496856-0.8310901622803685j),(0.19521012096266507-0.2717704648926073j),(-5.815579391840641+5.936660318364475j),(0.3783723855405272+0.23207684539732257j),(1.7118868529078695-0.27503756236670457j),(0.7284574593461087-1.0985556735073725j),(0.5571272642236209-0.22814378569369248j),(0.25819350016573434+0.23900958936296648j),(0.16172810793970196+0.11108712520599115j),(2.198753374682383-4.07134338030334j),(0.20880160612715049-0.07846869223451829j),(0.27881413159376-0.5841860996356019j),(0.28770641792561263-0.662011772642654j),(0.2741365009878636-0.42311535954053686j),(0.42903369062359137+0.22526093655911283j),(1.4377090510658774-0.015800544834924338j)
1.74,(0.3789862076805195+0.1726473534147288j),(0.2046325865725264-0.13332932245709378j),(1.4744782319476002-0.0956282927065911j),(0.13470204443728967-0.05764963291947892j),(0.29289654197684667-0.8458632038476597j),(0.20039884725389143-0.27866532207428846j),(-5.088599516370791+5.9716520848808825j),(0.3737732184851161+0.22820942575279266j),(1.7182380338565377-0.2736145201498032j),(0.7381152855768858-1.1185305948361985j),(0.5615944123639255-0.23025275025907022j),(0.2535243959174078+0.23338173066254564j),(0.15949725752729985+0.10452367923257286j),(2.3047590541317873-4.236011120120125j),(0.21052102067610773-0.08404247895633557j),(0.28648302798826775-0.5941052493359064j),(0.29530505120292905-0.6732810546845082j),(0.2811653794753915-0.4305432881703382j),(0.4245661740860678+0.2220434506900283j),(1.4380312200134018-0.015138823787285583j)
1.75,(0.3754220016769197+0.16898625068998527j),(0.20747867261492253-0.1394733931427429j),(1.4765684722929096-0.09456771188342833j),(0.13597854492445322-0.06488932784089425j),(0.2995140551732604-0.861446103436453j),(0.20573283354210184-0.28586090568320455j),(-4.423883421410105+5.9226192807804345j),(0.3691896731129712+0.2240340726760988j),(1.7248628503749546-0.2715255815968357j),(0.7483595706065459-1.139614315654268j),(0.5661779214743451-0.2325834805776403j),(0.2489185845365977+0.22741643926051264j),(0.15739223888347395+0.09763177806585002j),(2.430552405762213-4.416237090850074j),(0.21237079749908347-0.08990188020199633j),(0.29429917136678474-0.6045263095390042j),(0.3030433845429952-0.6851371287789622j),(0.28834704098848274-0.43833474839074843j),(0.4200969942273412+0.21853451110582092j),(1.4383493709610962-0.014140600679572131j)
1.76,(0.37189143474574365+0.16502596941501896j),(0.21046862693217455-0.14590135066082122j),(1.4787200981870499-0.09312252297134184j),(0.1374134486808312-0.07242647515489821j),(0.3062243463890757-0.8778794257651832j),(0.21121847785453973-0.2933623834375024j),(-3.826210300913189+5.8103622043879595j),(0.36463090507054813+0.21955075825319j),(1.7317439640245056-0.2687459998167693j),(0.7592358030915956-1.1618671416494233j),(0.570884614420199-0.23513601702333878j),(0.24438601649798505+0.2211149681501832j),(0.1554219208765247+0.09041307681280755j),(2.580578494744247-4.613741750991804j),(0.21435820663868527-0.09604739439427715j),(0.3022706701928425-0.615468300127627j),(0.31092930605907954-0.6976046170063777j),(0.29568939903062574-0.4464995364787511j),(0.4156347632955333+0.21473359914752427j),(1.4386544100491028-0.01280454325485159j)
1.77,(0.36840347643022503+0.16076764372536895j),(0.21360938736856583-0.1526135512199279j),(1.4809216510040948-0.09128778392546548j),(0.1390137606329603-0.08026014498126842j),(0.3130314496170087-0.8952051929178315j),(0.21686218248936703-0.30117409699825554j),(-3.2955786025468794+5.652896559003726j),(0.3601065122728599+0.21476069095195208j),(1.7388598390948735-0.2652522334049238j),(0.770793078394053-1.1853522856344205j),(0.5757212714075437-0.237909478166186j),(0.23993694435190327+0.2144798898505519j),(0.15359524844697345+0.08287044642344607j),(2.7605566554969725-4.8302824087185305j),(0.2164905385047294-0.10247846959471948j),(0.31040573344264405-0.6269500989206929j),(0.31897078850994454-0.7107083699961312j),(0.3032004376602388-0.45504679138048204j),(0.4111885819724129+0.2106413731253721j),(1.438936260778241-0.011130762979549371j)
1.78,(0.364967424228637+0.15621359363080242j),(0.21690785908629642-0.15960937087354685j),(1.4831601218125268-0.08905995763825272j),(0.1407864209306339-0.08838840253065389j),(0.31993914958514047-0.9134670712478671j),(0.22267032117169022-0.3092995806007087j),(-2.828848971102561+5.465027773542159j),(0.35562647558886873+0.20966630782739828j),(1.7461846189060768-0.2610222691788439j),(0.7830845827575866-1.210136129243811j),(0.5806945981804923-0.24090207209745496j),(0.23558186221352806+0.2075150719320312j),(0.15192119377861737+0.07500794423247377j),(2.9779152230023733-5.067506116108793j),(0.21877506468924238-0.10919352313234339j),(0.3187126538742417-0.6389904905380988j),(0.32717587685024085-0.7244735427537132j),(0.3108881848346121-0.4639850156178709j),(0.40676798254643715+0.20625966718198172j),(1.4391839202029937-0.009120873746624103j)
1.79,(0.36159284644206874+0.15136731255352737j),(0.22037087580680548-0.16688722834424327j),(1.4854210001418127-0.08643702421064003j),(0.14273826488087069-0.09680833754504095j),(0.32695095152597337-0.9327105730842254j),(0.22864920488242682-0.3177415822308994j),(-2.421081665004386+5.258437226812627j),(0.3512010951691929+0.20427125982983493j),(1.7536880498696077-0.2560359923480921j),(0.7961681406877097-1.23628850058459j),(0.5858111908647036-0.2441111111490738j),(0.23133144266183675+0.20022564562576312j),(0.15040870612839646+0.06683077907512291j),(3.242391626439118-5.326668692350555j),(0.22121899715923696-0.1161899652831471j),(0.3271997907216269-0.6516082175703289j),(0.3355526756670152-0.7389256745351724j),(0.3187606842824703-0.47332209790820806j),(0.4023828670540741+0.2015914835715319j),(1.4393855360632963-0.006778048537035371j)
1.8,(0.35828952132923564+0.1462334487321971j),(0.2240051596918516-0.17444461107729875j),(1.4876883490030077-0.08341859737659048j),(0.14487598204797264-0.10551609715100198j),(0.33407004874092067-0.9529832739618967j),(0.23480504637928792-0.32650208690940885j),(-2.0664997024071075+5.042037098582211j),(0.3468409231272931+0.19858039049109133j),(1.7613354619351014-0.2502756018894286j),(0.8101068345613855-1.263882966919607j),(0.5910774975374427-0.24753302998663862j),(0.22719647167625703+0.19261796809996176j),(0.14906666067251365+0.05834527157554966j),(3.5668133788968857-5.60807457035481j),(0.22382944601926313-0.12346422660197948j),(0.3358755516644816-0.664822033504978j),(0.3441093363711486-0.7540907723310044j),(0.3268259657855183-0.48306533702650883j),(0.3980434410937064+0.19664097849539627j),(1.4395285048239956-0.004107072178211431j)
1.81,(0.355067373214916+0.14081778078264004j),(0.2278172800222732-0.18227810410605977j),(1.4899449071496194-0.0800060425290613j),(0.14720607471916172-0.11450692159858104j),(0.34129928750320176-0.9743350462103239j),(0.24114392343005894-0.3355823416324396j),(-1.7591316948747426+4.822426458641806j),(0.34255669332726246+0.192599708345622j),(1.7690878143653814-0.24372606692020035j),(0.8249697069285311-1.2929971409206644j),(0.5964997766561639-0.2511634070590501j),(0.22318778224560157+0.184699579055862j),(0.1479038067313927+0.04955881024447905j),(3.968190381875878-5.910119642783114j),(0.22661337605314572-0.13101178848499087j),(0.34474837389182833-0.6786507568380411j),(0.3528540439772252-0.76999539750047j),(0.3350920137351009-0.49322146643233383j),(0.39376014407432036+0.19141344171446595j),(1.4395995901950416-0.0011143880801962585j)
1.82,(0.35193640623283656+0.13512718776869603j),(0.23181361084403845-0.190383421301227j),(1.4921722191605897-0.07620259330883133j),(0.1497348159422513-0.12377518234596567j),(0.3486411287493699-0.9968183098564228j),(0.24767174077706255-0.34498288151647166j),(-1.4932080414089697+4.604350320526775j),(0.33835924905630277+0.18633635351559993j),(1.7769018157837555-0.2363756176588583j),(0.8408325576283027-1.3237129983072058j),(0.6020840525282707-0.2549969893933545j),(0.2193161872780904+0.17647915234770553j),(0.14692871573628163+0.04047980404616641j),(4.469018941844159-6.227480360897346j),(0.22957756226844142-0.13882721652646388j),(0.3538267040383235-0.6931133257758336j),(0.3617950032615525-0.7866667550765813j),(0.34356673381244146-0.5037966791808469j),(0.38954357670159817+0.18591527023262483j),(1.4395850612691938+0.0021918633740453273j)
1.83,(0.3489066364039475+0.1291696141897331j),(0.23600028776006263-0.1987554385752412j),(1.494350793434336-0.0720134632784822j),(0.15246820734605457-0.1333144219481093j),(0.35609760589813266-1.0204883019365167j),(0.25439419084817433-0.3547035566968669j),(-1.2633811215153574+4.39111201572987j),(0.3342594693683299+0.17979855894996255j),(1.784730127034789-0.22821626218380434j),(0.8577788497627087-1.3561172037327829j),(0.607836068054302-0.2590277207306081j),(0.21559241242434754+0.1679664433646843j),(0.1461497292961339+0.031117632103183582j),(5.09873261547392-6.547918454797129j),(0.2327285446778892-0.14690419622885575j),(0.3631189767249267-0.7082288529137585j),(0.37094042403498834-0.8041327852412492j),(0.3522579176198434-0.5147966526428571j),(0.38540442652680196+0.18015393641234165j),(1.4394708489434493+0.0058018172425732j)
1.84,(0.34598802275751583+0.12295403033394416j),(0.24038316405235385-0.2073882286210316j),(1.4964602876020068-0.06744594883657207j),(0.1554119369557489-0.14311739521626002j),(0.36367027800225965-1.045403365463562j),(0.2613167132241846-0.364743559543252j),(-1.0648277041188876+4.18491999883778j),(0.3302681948779212+0.17299560685510107j),(1.7925216545087121-0.21924431772774092j),(0.8759007407898346-1.390301440526195j),(0.6137612350251627-0.2632487730070651j),(0.21202702939886472+0.15917223292744678j),(0.14557490771540318+0.02148259120127353j),(5.894657872612851-6.846666911521364j),(0.23607258255953173-0.1552355706295449j),(0.37263359138081004-0.7240166792608597j),(0.38029850520413433-0.8224222564489294j),(0.3611732050659534-0.5262265725707884j),(0.38135339238949023+0.17413795094017115j),(1.439242718795175+0.009703869752285793j)
1.85,(0.343190398196226+0.11649038847736237j),(0.24496776632252718-0.21627509678167803j),(1.498479720205548-0.06250951925677062j),(0.15857133721427305-0.15317611113474164j),(0.3713601772824757-1.0716252594634779j),(0.2684444528650176-0.37510145177544896j),(-0.8932770916599155+3.987167352512292j),(0.3263961537624534+0.1659377808883424j),(1.8002219401272639-0.20946094277986468j),(0.8953002575641134-1.4263627382485555j),(0.6198645823010944-0.2676525811941306j),(0.2086303903514+0.15010826844786077j),(0.14521197930218746+0.011585841736229069j),(6.900782572722196-7.077026519281713j),(0.23961560844143218-0.16381337942203916j),(0.3823788869604443-0.740496426964123j),(0.389877417220745-0.8415648596549238j),(0.37032004428118553-0.5380911560672348j),(0.37740110857468884+0.16787682110555727j),(1.4388864580772722+0.013884679805322766j)
1.86,(0.34052340078878146+0.10978957542708578j),(0.24975924983992528-0.22540861767376574j),(1.500387706754204-0.057215889588467066j),(0.16195134341719797-0.16348187505094205j),(0.3791677499082731-1.099219491677869j),(0.2757822170888579-0.3857751910930926j),(-0.7449954560469849+3.7986505396300276j),(0.3226538886966643+0.1586363147039244j),(1.807773652122796-0.1988726539461888j),(0.9160906371108933-1.4644037898778415j),(0.6261507022459253-0.2722308815195675j),(0.20541256380003692+0.140787203079052j),(0.1450682907923568+0.0014393527114671012j),(8.160107902831463-7.156040376836264j),(0.24336318205830534-0.17262889917299876j),(0.3923631140988942-0.7576880500736924j),(0.3996852824343767-0.8615913030805774j),(0.37970564881040597-0.5503946730401449j),(0.3735580694802218+0.1613810048895489j),(1.4383880739952224+0.018329188578398214j)
1.87,(0.3379964061458973+0.10286336191329792j),(0.254762353785985-0.23478067222194082j),(1.5021627174907635-0.051579072151897686j),(0.16555645276265-0.17402533069370146j),(0.38709278867616154-1.128255675730521j),(0.2833344312893554-0.39676215696967176j),(-0.6167466211967476+3.619737011811673j),(0.3190516854001318+0.1511033374447264j),(1.8151171780418656-0.18749180949731542j),(0.9383978583291253-1.5045332476322666j),(0.63262369583481-0.2769747531004941j),(0.20238327259407357+0.1312225335446825j),(0.14515075919949186-0.008944153649995982j),(9.692010722689805-6.947371749650554j),(0.24732044452636726-0.18167268426884423j),(0.4025944041697372-0.7756118826793593j),(0.40973015276708186-0.8825334069211089j),(0.38933695180001143-0.5631409657637574j),(0.36983455555241634+0.15466186138020618j),(1.4377339999521728+0.023020659268018835j)
1.8800000000000001,(0.3356184614997864+0.09572434932859993j),(0.2599813565817071-0.2443824848047402j),(1.5037833533919007-0.04561540252163612j),(0.16939068421015366-0.18479650162340783j),(0.3951343559871285-1.1588079147724166j),(0.291105093367736-0.4080591753071315j),(-0.5057421645045055+3.4504915810683956j),(0.31559950342658133+0.14335181676203276j),(1.822191318089432-0.17533703998970934j),(0.9623623937212579-1.5468659828056022j),(0.6392871168972861-0.28187466302468567j),(0.19955183432932144+0.1214285372838565j),(0.14546582538318817-0.019551257170586134j),(11.442621110060898-6.2550262530259335j),(0.2514920729798374-0.1909346082662431j),(0.41308073462432965-0.7942886837395854j),(0.42001998402122376-0.9044241973717486j),(0.39922055686690344-0.5763334662070324j),(0.36624056120053083+0.14773159803842104j),(1.4369113060181513+0.027940738661548614j)
1.8900000000000001,(0.3333982220650935+0.08838591429560788j),(0.265420031482881-0.2542046602613157j),(1.505228636127375-0.03934353623090011j),(0.1734575393331938-0.1957848317731719j),(0.40329069523762207-1.190955213855068j),(0.299097726849979-0.4196625416998144j),(-0.40958863915260646+3.2907704796712274j),(0.3123069097668287+0.1353954999210193j),(1.8289340730704642-0.16243360546547506j),(0.9881412147016571-1.5915232902699086j),(0.6461439160000843-0.28692051491941417j),(0.19692710459236587+0.11142020948316739j),(0.14601940961005064-0.030367894415265443j),(13.208519564886455-4.865239578352091j),(0.2558822359084726-0.20040390536846062j),(0.42382988989924403-0.8137396779166884j),(0.43056260601235696-0.92729799931314j),(0.409362685309205-0.5899752108412133j),(0.3627857253443606+0.14060321533190348j),(1.4359079095190486+0.03306954173438296j)
