t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019
0.93,(-1.444569439948912-0.23796601344017537j),(-3.9238273142734528-14.051102412356004j),(0.006057931602854327-0.0030958328110421893j),(-1.6439689971587266+1.12735850494163j),(-64.79488464788594-18.93863156020396j),(2.7327039120447107-32.371283196163986j),(0.0015811845141244182-0.009346113133280752j),(0.10240602043925985-0.13163061052489855j),(-0.0028503229645613706-0.0020733493572108637j),(-7.957659607854067+8.603281706051932j),(-57.64583931226305-17.728281424186186j),(0.012793326644251238+0.06319560963718633j),(-0.8904509900488876+0.2235804614802829j),(-0.011790476082080455+0.002850316726910631j),(-9.047835361477915-12.234323864867344j),(57.687922063640805-24.424026279788965j),(3.6983925987877555+146.1610569805608j),(83.13616819053364-36.012408454830734j),(0.09517990683686234+0.22102251181755725j),(-0.001364073035206732+0.0009032607697662253j)
0.9400000000000001,(-1.6264103673718928+0.2534015619282737j),(-8.010650035577465-14.66187286366365j),(0.004246184977251579-0.00516201904796763j),(-1.567714662459231+1.8044748809560334j),(-69.70473025307994-9.86872796514443j),(-4.377432571045018-36.645965856647614j),(0.00012453935093503885-0.006815193604308951j),(0.061644078190841604-0.18175718756436915j),(-0.003238383820936945-0.0007038544373610221j),(-5.610262512415781+9.753984647873617j),(-63.11971751497236-2.7823017456588808j),(0.03752091614608845+0.06776213756595162j),(-0.9506552128849429+0.5437078977183266j),(-0.008669215013025915+0.0050290670901386855j),(-13.320721088435018-10.98351709668538j),(58.112854315979085-35.53581666461308j),(26.971682630313122+153.87346247177902j),(83.0618584448554-55.59727958993745j),(0.18611053985648993+0.20308640519319088j),(-0.0008854346053022229+0.0013867552550985286j)
0.9500000000000001,(-1.6446410613902862+0.8436171366858385j),(-12.70286132537282-14.245029944463798j),(0.0017786574891409538-0.0063294354891634645j),(-1.2649670958583803+2.567728010890071j),(-73.09111610873732+0.34077253377431305j),(-13.239722909683461-39.56960330318817j),(-0.0006147540245448934-0.004800560235849881j),(-0.0021779158202198112-0.2205169294232281j),(-0.0030486832239637884+0.0006367471406348108j),(-3.1241446311048997+10.285949626865076j),(-64.4924431412192+13.89367209268956j),(0.06738721421170589+0.06349379270336214j),(-0.9109332370100074+0.9290882871968793j),(-0.0056204317001888725+0.005982741149407437j),(-17.639186257846408-8.398887657930905j),(56.48218532346372-47.35136165641544j),(52.748274625798274+157.56056104424678j),(78.6998865295916-76.63042715505826j),(0.2774012545492531+0.14861778714480306j),(-0.00024009593759625913+0.0016408887007283175j)
0.96,(-1.4520402137129644+1.4792363534766855j),(-17.774332725918512-12.526364977887788j),(-0.0009316611998852626-0.006407861771871756j),(-0.6711608743707981+3.3547032097863303j),(-74.66978980833409+11.413663248741813j),(-23.635449821313568-40.55820192774505j),(-0.0009016299959134353-0.0032703724631796727j),(-0.08651615436818708-0.23770589002318335j),(-0.002363749176999889+0.0017249207267754003j),(-0.6657986419129589+10.196468667622161j),(-61.20117808398186+31.113330697004983j),(0.09948046125183128+0.0471938405773667j),(-0.7351034402249504+1.352732629471563j),(-0.0029649635004404097+0.0059694564221076715j),(-21.61128017372392-4.35081987321057j),(52.53561070827414-59.47292511631143j),(80.28470312982557+156.50110731123243j),(69.40660497166861-98.17085043252605j),(0.35459255259708716+0.054681939900696794j),(0.00046685620318622764+0.001608983443066026j)
0.97,(-1.0185589857919544+2.0856411808277584j),(-22.896292268787803-9.271478689602965j),(-0.0034253467758814504-0.0053899773557714355j),(0.26543899502578094+4.070620788134961j),(-74.21038736960975+22.999108381361633j),(-35.16163859191139-39.05061138633441j),(-0.0009277312627808062-0.0021559517115984426j),(-0.18440762076532244-0.2233352902012468j),(-0.00134636790100999+0.002396932215172607j),(1.6061135814360146+9.529285873054047j),(-53.044845389599445+47.5019841630902j),(0.1291956144133311+0.016533051264655638j),(-0.3927394882971517+1.770998992244345j),(-0.0008857409416341885+0.005292299004325719j),(-24.773528451740674+1.1791525361880968j),(46.08869047418411-71.42139971986185j),(108.63593916338785+150.11567516334867j),(54.748594149940814-119.04790036059372j),(0.40101202556981885-0.07596076193935117j),(0.001111271159626386+0.0012818277114147452j)
0.98,(-0.3405201368426427+2.572485394196125j),(-27.639885444157056-4.321259606801422j),(-0.005276202877771378-0.0034573465922153293j),(1.5695968329485757+4.588882641187638j),(-71.55731735223156+34.68267015253022j),(-47.227996047540785-34.56655093055357j),(-0.0008227354361710444-0.0013753618096396495j),(-0.28423306729929465-0.16953255327668926j),(-0.00020543213377207834+0.0025750859939979807j),(3.5542897990861158+8.36986788087137j),(-40.248908091337945+61.61300175419714j),(0.1504480624342357-0.029106696221905988j),(0.1337487188608809+2.1240842214641606j),(0.00055976834616996+0.004246946165149617j),(-26.62167082076394+8.067122009237695j),(37.05747463336387-82.64961077325421j),(136.6826865475289+138.02389138729043j),(34.58036894909959-137.90971572077427j),(0.4000323970816789-0.23357254249121628j),(0.001571454462906181+0.0007039339955563482j)
0.99,(0.5518965580934208+2.8430876571466674j),(-31.49051287259617+2.3701111298947906j),(-0.006167642644098648-0.0009519539539657679j),(3.2234973829899913+4.757465713762332j),(-66.64828178982127+46.003540911591486j),(-59.07261353338199-26.76785643422416j),(-0.0006679818614644019-0.0008485590557831259j),(-0.37030330270897405-0.07267030173519853j),(0.0008453778002750633+0.00227632034088706j),(5.074082959142743+6.836560394507069j),(-23.490509381267753+72.06710356131494j),(0.15630010018251625-0.08781467338700713j),(0.8415982922925789+2.3394339387240306j),(0.001411872803385417+0.003083807220765788j),(-26.653928523102373+16.023881545324272j),(25.481654217938868-92.56321780111047j),(163.17534381182983+120.09669830847959j),(9.110252317119837-153.2980078886495j),(0.33800127076566816-0.4010691935580326j),(0.0017516047214700956-3.009856519935724e-05j)
1.0,(1.5905748992630238+2.807231393249565j),(-33.875953844222046+10.698414568409436j),(-0.005950955289613634+0.0016826755717635666j),(5.15204692120538+4.412397854742968j),(-59.528486651074545+56.47740423188519j),(-69.79787551474614-15.51664349216092j),(-0.0005097808919420995-0.0005057021676688516j),(-0.4244167557026059+0.06463971285230916j),(0.0016274708994110185+0.0016021362239938418j),(6.101260094734768+5.068632644714539j),(-3.875779274380985+77.70019836521942j),(0.14001758164351608-0.15456221558611896j),(1.7009393457189397+2.338470099055832j),(0.0017740118124284583+0.001987208956303612j),(-24.424642334557884+24.58514002549026j),(11.543843917203112-100.54954344431111j),(186.7938028564014+96.49870255069374j),(-21.054650103608807-163.74594942801212j),(0.20746125789541292-0.5548996916223558j),(0.0016025215007318804-0.0007895901086431629j)
1.01,(2.6703113811395+2.396099852362942j),(-34.20912614303893+20.378853626196697j),(-0.004673620944430292+0.003980387637224013j),(7.212243941943413+3.3985697791698755j),(-50.35874047972882+65.62380236337407j),(-78.42582979388294-0.9235428723629971j),(-0.0003708792129394613-0.00029048947335550546j),(-0.4283720261914527+0.23213612942488582j),(0.002027784404558237+0.0007128582811811952j),(6.615380261457695+3.2126314497346145j),(17.133497755511605+77.70252497298767j),(0.09647199460702116-0.22106638102440498j),(2.6502495936965094+2.046530588065343j),(0.0017786534573798892+0.0010704852506941988j),(-19.604272228577774+33.119240359416295j),(-4.417912960778594-106.01394486743649j),(206.2209866179807+67.71562252068867j),(-54.8925394969874-167.89275169162678j),(0.010113926105922766-0.6673443886089493j),(0.0011349258349970573-0.0014303932699678756j)
1.02,(3.655618927946278+1.577396524656213j),(-31.94453629982315+30.927463244250056j),(-0.002571496535641329+0.005536547242531781j),(9.190113601540348+1.5967024612366205j),(-39.41594413821778+72.99624994567858j),(-83.9698862552185+16.620507380790233j),(-0.0002594391171216371-0.00016028648210107864j),(-0.36720716397602987+0.41153630989569845j),(0.002014194160802423-0.00020756501277936106j),(6.638526455843965+1.4086759625916674j),(37.840129906609604+71.73099452321156j),(0.02368571863926655-0.2762970263312154j),(3.595482755543775+1.405280890198613j),(0.001559178811319449+0.0003832891112856243j),(-12.039958780697074+40.85550649463815j),(-21.90748155873785-108.42213984921608j),(220.2263123437205+34.56220389531474j),(-90.98597402882262-164.60556548058517j),(-0.2411064936802838-0.7101532844977767j),(0.00042181015452419807-0.0018222291981610799j)
1.03,(4.393711527301411+0.36823111652604856j),(-26.645194646974353+41.6603051840957j),(-2.5868596432714053e-05+0.006081204435133217j),(10.808364515892066-1.0463504602699103j),(-27.085072291617912+78.2127581074595j),(-85.51753221162508+36.43423301627239j),(-0.00017550596805977062-8.448616679339201e-05j),(-0.23271947742414006+0.5775627867644283j),(0.0016338651361105-0.0009883639235099629j),(6.229741991107016-0.22170301147191473j),(56.46817123203569+59.97836924663295j),(-0.07578413285088534-0.30772296807472277j),(4.414074010289606+0.3861998688853321j),(0.0012306046604086299-7.372676487438885e-05j),(-1.8094596742870195+46.934363615293805j),(-40.28039195715768-107.34559772610038j),(227.75353128958088-1.832857019665795j),(-127.57837164311707-153.09736474961915j),(-0.5214536322344798-0.6591574873085886j),(-0.00041170282420836314-0.001875381561579738j)
1.04,(4.732891915022284-1.156787087674762j),(-18.05424195508154+51.7155400722393j),(0.00250650039325182+0.005527071440033787j),(11.746823329216356-4.488378832164134j),(-13.84241724163265+80.98422915484237j),(-82.31707524773155+57.56130974895384j),(-0.00011529678219976965-4.2145885580032704e-05j),(-0.02664417019717913+0.7005269616219287j),(0.0009963148479258384-0.001502727369059525j),(5.476084061037157-1.5848495639251041j),(71.33969561177514+43.187255138473326j),(-0.1939851941006555-0.30324220462113965j),(4.964463846821148-0.9968253146518191j),(0.0008795638491059373-0.0003316068391355888j),(10.739491734006332+50.477848437114105j),(-58.767848672372715-102.50593559009263j),(228.0062750216094-40.067149307947396j),(-162.66677991286886-133.02867880920246j),(-0.7957265258918451-0.4992118008726908j),(-0.0012098651607178217-0.001561022142368078j)
1.05,(4.5444843264679715-2.8645037818515395j),(-6.163180676848542+60.10147642625751j),(0.00457672930188426+0.003983139855954469j),(11.675781115078573-8.569143419401675j),(-0.23077864779578405+81.13803001700516j),(-73.86042906336564+78.81209239114801j),(-7.379405765155354e-05-1.9565508895675244e-05j),(0.2372082737154319+0.7503415330823625j),(0.0002460823604859584-0.0016868698030433023j),(4.4815988482036975-2.6205199496314497j),(81.05135671939217+22.603386367274965j),(-0.3175702401967917-0.25355934912098094j),(5.100962375070412-2.678068022101781j),(0.0005621670608312463-0.00043691029800075075j),(24.972112589579815+50.67612369126215j),(-76.5151758711102-93.81340009041251j),(220.52361008622526-78.52973956040233j),(-194.12545851953723-104.58175823881886j),(-1.021714684704174-0.22863149754131146j),(-0.0018154114627333712-0.0009203836511653405j)
1.06,(3.7455128378123623-4.5707166994259j),(8.733020811569297+65.77066435656215j),(0.0058243698711874185+0.0017317652357560283j),(10.299970493727455-12.999927644705581j),(13.171826761342416+78.63427874969301j),(-59.95379261680134+98.83032992315036j),(-4.613858023651398e-05-8.164262527333716e-06j),(0.5324972251188373+0.7015126556973649j),(-0.0004683597424258129-0.0015447506639644463j),(3.355701268862421-3.3033568690300674j),(84.62910679389651-0.12954352416763726j),(-0.42888072368433316-0.15460609869810682j),(4.6928240455417765-4.535929794412074j),(0.00030739318893726025-0.0004389695373408363j),(39.978110486655076+46.88265311315839j),(-92.63298137983068-81.39435604785366j),(205.23778351040207-115.4885210229612j),(-219.8511330472965-68.49787151844309j),(-1.1555096721182692+0.13777062428475245j),(-0.002100545564547431-6.016369408252412e-05j)
1.07,(2.318701034862241-6.056561773618562j),(26.004250391064858+67.71626773503289j),(0.006039810564523877-0.0008256064241437216j),(7.408316964981638-17.37012118774563j),(25.78776518310219+73.57296782256236j),(-40.7685371916278+116.18103719957787j),(-2.8245276693371003e-05-2.7963287174064624e-06j),(0.8220138741683234+0.5383720765134707j),(-0.0010227415268678499-0.0011391465032862401j),(2.2023867207393506-3.6405636497709013j),(81.64128463775127-23.12345888735815j),(-0.5081345283792468-0.009490273915862407j),(3.645448912886092-6.396095888931265j),(0.00012346129827151442-0.00038149506361259775j),(54.61572723149651+38.70811307421174j),(-106.25758532527615-65.60305644438688j),(182.50699369707016-149.19488718450708j),(-237.91823775504793-26.071290616389106j),(-1.1580709594054048+0.567831507712586j),(-0.0019933501454151236+0.0008655487700000463j)
1.08,(0.32627010148861446-7.092701884588918j),(44.6857773990223+65.08275386581805j),(0.005197217866735232-0.0032427701857062298j),(2.922586978951707-21.17344078752419j),(37.07651123390902+66.19080733089362j),(-16.86640950082481+129.4531777922851j),(-1.696527667748507e-05-5.113760980815708e-07j),(1.0615493520253656+0.2596278381793541j),(-0.0013368955189304772-0.0005725792589840703j),(1.1114461580446715-3.666495537273554j),(72.25494292389627-44.43068579656868j),(-0.5364880253696855+0.17053580401130042j),(1.9209320048916594-8.042806690003388j),(5.00404846340604e-06-0.0002983244181378129j),(67.5883315618523+26.101636013622873j),(-116.61511964477916-47.014886510943754j),(153.11819470584993-177.9972491928978j),(-246.7304309513616+20.901472779621088j),(-1.0021120538404233+1.0138590018548452j),(-0.001493891564255685+0.001683522792337402j)
1.09,(-2.085533043527604-7.468832947612354j),(63.51719837205009+57.27929964622174j),(0.003453004840660312-0.005108351888477303j),(-3.063176434443396-23.853558051401237j),(46.56958422603509+56.84766596645428j),(10.80541390178869+137.36940901115884j),(-1.001683146077184e-05+3.022745324346221e-07j),(1.2056499356641166-0.11871278419026732j),(-0.00138357320382576+3.673016258262359e-05j),(0.1524371171252623-3.43522858232522j),(57.22743278146826-62.2386262190132j),(-0.4994999933086438+0.36648190879299747j),(-0.44523524242957935-9.238053059079752j),(-6.0476681197185324e-05-0.00021243765894346528j),(77.54967923388521+9.407608251941578j),(-123.08312112134098-26.399617385556503j),(118.25685352547566-200.45470466442478j),(-245.15505338932215+70.21559516740086j),(-0.6781845897354614+1.4172117165403517j),(-0.0006764069095035448+0.0022341964761646944j)
1.1,(-4.693154330288451-7.024796099771769j),(81.0211653691108+44.08183169003638j),(0.0011117945721297894-0.006115535963540672j),(-10.260208542789927-24.86534755193883j),(53.900413236432286+46.00355673168725j),(40.95095954307526+138.89378474377872j),(-5.823942621644123e-06+4.779717898010946e-07j),(1.2145257712563757-0.5628209479191147j),(-0.00118603635968422+0.0005784157497185237j),(-0.6282923055594867-3.0122667985205216j),(37.83358753558134-75.05103412519081j),(-0.3903535300245126+0.5535466559027932j),(-3.3343474719925843-9.747224096759982j),(-8.76780109907087e-05-0.00013710763721523888j),(83.22934241750514-10.612173490945853j),(-125.24282150389062-4.676163047799598j),(79.4443906784856-215.44017148656084j),(-232.628070449667+119.38823344420693j),(-0.19885003201906315+1.715231748260015j),(0.0003230809728420458+0.0024023436558492425j)
1.11,(-7.214141355676812-5.678887002316136j),(95.6178971774138+25.709152397836117j),(-0.0014319348591715253-0.006109643448095124j),(-18.185619599337805-23.744857316090076j),(58.826459667687+34.18811480686465j),(71.99273934646544+133.32808999661276j),(-3.33988233746844e-06+4.186083175262829e-07j),(1.0610707884526256-1.0233500797834103j),(-0.0008066240240743813+0.0009685032003731577j),(-1.2076764063300176-2.4664916483596295j),(15.737252863073184-81.83446631397636j),(-0.2121513286362767+0.7044017765781709j),(-6.543979416900722-9.368570234457778j),(-9.029973865539578e-05-7.811551284924965e-05j),(83.5661798064139-32.79806273505497j),(-122.91626513251288+17.14745793434068j),(38.447326708329676-222.22318122037726j),(-209.2197726987439+165.81527948858786j),(0.39995531627810754+1.8496818381197784j),(0.0013312271496097453+0.002139349747870623j)
1.12,(-9.335911247989614-3.4488989948741167j),(105.76593101144249+2.8602866579874657j),(-0.003764257943619219-0.0051063972454908095j),(-26.189063440119444-20.17880210625071j),(61.24172388381667+21.965262562273306j),(102.16592845004784+120.38794226451034j),(-1.8920208764858392e-06+3.0188948194553905e-07j),(0.7368109609218008-1.440522902568336j),(-0.00032997207382556046+0.001160174087786185j),(-1.583605000911321-1.8632412273216188j),(-7.177066314119859-82.11322634126147j),(0.0212891466331942+0.7933564148325772j),(-9.798141523478678-7.9629535744707445j),(-7.93946270920878e-05-3.620693254981085e-05j),(77.8352393033114-55.65641726616251j),(-116.18396304252715+38.04341277160949j),(-2.834825608642703-220.52422636862678j),(-175.65490194022317+206.94228109023084j),(1.0608624649805674+1.7755081965471478j),(0.0021688859311829447+0.001472708611693695j)
1.1300000000000001,(-10.75181508334606-0.46212157121768804j),(110.11482673774266-23.295825090173423j),(-0.0055207007781242256-0.0032798490149265145j),(-33.5046182907453-14.063520995372157j),(61.178685924104926+9.896253364931425j),(129.63298156961645+100.25109817617117j),(-1.060199209290653e-06+1.9529267978492656e-07j),(0.2556753171159364-1.7514549957888739j),(0.00015500361827860097+0.001146048199084026j),(-1.7709148559175187-1.259098598539861j),(-28.99194110347522-76.00301403474595j),(0.2864561513307958+0.8006862376850387j),(-12.768055464283938-5.4799389669189456j),(-6.287676278855874e-05-9.267646790620297e-06j),(65.75280754805316-77.46487229449025j),(-105.38102661371897+57.03572205737644j),(-42.493240229843124-210.5351064163622j),(-133.28490524375414+240.43574576480887j),(1.710309920017589+1.468610065818864j),(0.002683317962009022+0.0005011401417985498j)
1.1400000000000001,(-11.200077293402355+3.048127059602964j),(107.65267791620295-51.18150716497116j),(-0.006441598916979057-0.0009247132221676534j),(-39.32305616498524-5.544170209998768j),(58.79986043330713-1.4956287108033663j),(152.61013285325976+73.57252709493147j),(-5.883280380106242e-07+1.1690259347439997e-07j),(-0.34522416620362983-1.8987337410539809j),(0.0005707646971039231+0.0009530911912712703j),(-1.796493246689793-0.6986386996992136j),(-47.94193976300957-64.18159772694345j),(0.552945520446774+0.7163164250565084j),(-15.10202417039811-1.9764173060786971j),(-4.5758554220972234e-05+6.026770201465843e-06j),(47.54578749110708-96.41071204271796j),(-91.07226996142579+73.26724167599247j),(-78.73406850797922-192.90328626198254j),(-84.01422176547281+264.34116604653167j),(2.2665440277484574+0.9313794773539086j),(0.0027748221278593057-0.0006232467231768611j)
1.1500000000000001,(-10.500447062164458+6.760025727178242j),(97.8307474932738-78.91913282733071j),(-0.006405607016137929+0.001597919651173181j),(-42.87631744820666+4.972687863358791j),(54.38016924104835-11.755744542214138j),(169.4957640061056+41.463498065358706j),(-3.2361269505561947e-07+6.554377547553617e-08j),(-1.0081608388121894-1.8389940027626066j),(0.0008620157205677136+0.0006324809789870476j),(-1.694234265271614-0.21308300555276427j),(-62.574966161643296-47.80270717550556j),(0.7876444381449108+0.5421243319623685j),(-16.461506434454243+2.37534962354854j),(-3.074604775422979e-05+1.312911789629678e-05j),(23.975018251326176-110.74933119753803j),(-74.00912540904528+86.05558454066411j),(-109.99237113335572-168.68192500686953j),(-30.18634281605864+277.21535459257467j),(2.649386834037925+0.19506573634204938j),(0.002412989289499322-0.0017217770202178852j)
1.16,(-8.583434374982161+10.293405965092575j),(80.64960611935064-104.47789389641696j),(-0.005437945634867985+0.003920517411304618j),(-43.523877270926796+16.83634919236973j),(48.28219020033746-20.521781291951374j),(178.99004992971535+5.435098769478957j),(-1.7655906447977593e-07+3.448086641852845e-08j),(-1.660528163851493-1.5501706592150795j),(0.0010007635854649955+0.00024725859373501177j),(-1.5004430649640417+0.17941561309624648j),(-71.87335166493864-28.365941376597284j),(0.9596017369622474+0.29236780554311814j),(-16.559479213571993+7.292189057344701j),(-1.8925791945468784e-05+1.502764373964045e-05j),(-3.692773476419312-118.96659962020141j),(-55.073168970448435+94.93309538758082j),(-135.02591701472898-139.25074953834977j),(25.561250018921214+278.22300969281997j),(2.790478455144964-0.6815288271412376j),(0.0016401489977722254-0.0026195288074882866j)
1.17,(-5.507835755745218+13.249240899606551j),(56.69547617157939-125.84385094245366j),(-0.0036948876683337234+0.005724060122798301j),(-40.83017249216042+29.198222480547017j),(40.92690775723762-27.53893483246803j),(180.19577265603684-32.69019482614441j),(-9.55786937691698e-08+1.688778352191465e-08j),(-2.223042073684185-1.036276960393474j),(0.0009858711642749577-0.00013959636767898385j),(-1.2500895476808338+0.47227255676423263j),(-75.3240866289873-7.559881622608032j),(1.0447338055759032-0.007903431112880166j),(-15.19664226217828+12.397413457354101j),(-1.038366515077402e-05+1.4012007667464483e-05j),(-33.76376901256346-119.92785431506252j),(-35.21221890379913+99.66803532950642j),(-152.98148201340018-106.21569730682265j),(80.46181071662656+267.190640845424j),(2.6426064127137425-1.616984867710776j),(0.0005622597891862784-0.003173412463073615j)
1.18,(-1.4637554278004163+15.25375977893251j),(27.121392988953517-141.19546125917572j),(-0.0014299346977350708+0.006779672218731915j),(-34.62338295648302+41.082264928581395j),(32.76281136346722-32.666043303740565j),(172.6916709701386-70.8923283113176j),(-5.133753811853561e-08+7.524241211851729e-09j),(-2.6193110769992773-0.32892327220415096j),(0.0008383589268542778-0.00047469284796527723j),(-0.9741110525468898+0.6682175089961429j),(-72.9344777057672+12.902631961542609j),(1.0295348516634384-0.32621164727506824j),(-12.291069829813715+17.24998176729529j),(-4.683640281468119e-06+1.1665486395643003e-05j),(-64.24001994493342-112.9973824383512j),(-15.375316649719977+100.26634666268467j),(-163.42936981830167-71.29696128109322j),(131.79096566744778+244.61465588057104j),(2.1868544343443137-2.5152777385377725j),(-0.0006701446608108651-0.0032932253629736874j)
1.19,(3.239744552091371+16.001757049147614j),(-6.425644274512123-149.06612107009516j),(0.0010505157349152826+0.006972066956223081j),(-25.028379188506186+51.47166165535741j),(24.23607211416347-35.87305085780482j),(156.572062410769-107.08394866385692j),(-2.7349066024684628e-08+2.8664832217749175e-09j),(-2.785459730174117+0.5147173992646896j),(0.0005941901559634546-0.0007202776266980057j),(-0.6977862188232977+0.776721535287072j),(-65.19621976844539+31.43894382498542j),(0.9131489294915734-0.6272166154985124j),(-7.897540395302011+21.38277011260747j),(-1.1940538295728597e-06+8.974359890606961e-06j),(-92.97487669683215-98.11547082773203j),(3.5475565628903283+96.95544969991099j),(-166.36526316456224-36.21557999459836j),(177.03238895576993+211.6242290938364j),(1.4366101940838658-3.2758853099193144j),(-0.0018867688185755284-0.002952698268641314j)
1.2,(8.20118857450893+15.293730128856922j),(-41.924141898476584-148.4770034025364j),(0.0034336482886084445+0.006303727724373968j),(-12.470068477709653+59.401934660603146j),(15.764118926458313-37.23096161464564j),(132.44944927522675-139.24677377416668j),(-1.4438907771401833e-08+7.402245432138218e-10j),(-2.6784927746670566+1.417263765796241j),(0.0002963057967504274-0.0008566039440424084j),(-0.44006889497130963+0.8114623340679064j),(-53.00645280818653+46.72566190643161j),(0.7074727602096654-0.8776992247896784j),(-2.213888611908681+24.346129071144667j),(7.179391780171837e-07+6.478054088973504e-06j),(-117.84558922098986-75.82486212758556j),(20.77626426307428+90.15318379436171j),(-162.18169626484087-2.5880489943403404j),(214.02563212941197+169.90312831178142j),(0.4379065996478304-3.804745176151855j),(-0.0029233879765007418-0.0021897066295485513j)
1.21,(12.964406375020598+13.062307088729261j),(-77.13177799400418-139.02729325223459j),(0.005441500630399263+0.004882080733136275j),(2.352883571973834+64.05024776299183j),(7.714341260690833-36.896008103611734j),(101.42015248153686-165.56323601976808j),(-7.545064137034128e-09-1.0917464461642486e-10j),(-2.2822941926579676+2.2890968501140145j),(-1.2632643942576559e-05-0.0008811065320194081j),(-0.21368944250235383+0.7880818127779989j),(-37.558246039377536+57.79181184739181j),(0.43532197802412304-1.0511306910618987j),(4.426824273384378+25.752209359017076j),(1.5900767112277978e-06+4.41443998274624e-06j),(-136.92615577708654-47.24411668557918j),(35.678539522293875+80.42613093922131j),(-151.61412307190113+28.163159005278093j),(241.0861818739235+121.57777451169383j),(-0.7339388499043078-4.024735575389173j),(-0.003644387114037667-0.0010968369372880407j)
1.22,(17.063042142888087+9.384852598681366j),(-109.7576732756886-120.93407620493586j),(0.00686177797585468+0.0028942449622475106j),(18.520525626462998+64.81163016891055j),(0.388928950297891-35.09006415933922j),(64.9962102302058-184.53326111584212j),(-3.895397452281572e-09-3.6336428538494275e-10j),(-1.6105181965994437+3.0379041317510542j),(-0.00029582739722767407-0.0008052877651442154j),(-0.025797077218222386+0.7223842620819089j),(-20.214794212395883+64.070740815888j),(0.12703022713701-1.1311064137570013j),(11.577939397332205+25.3153937272927j),(1.832974546409054e-06+2.838555300182702e-06j),(-148.64396426455107-13.991058956363133j),(47.79366365443957+68.44201413756296j),(-135.66838667106003+54.87761183900771j),(257.090561377467+69.08102240363036j),(-1.9809566179863318-3.8844604752967307j),(-0.003958861371461484+0.00019501274889552767j)
1.23,(20.066750755974233+4.48092201723798j),(-137.63656092787073-95.01982021159675j),(0.0075655499901468035+0.0005750481073570793j),(34.964135642218196+61.35487437303594j),(-5.983849326391411-32.079370551928875j),(25.009537788874624-195.067640384476j),(-1.9821754390477276e-09-3.704876401237963e-10j),(-0.7060769193579103+3.5785894835759557j),(-0.0005258226254032161-0.0006503603093001051j),(0.1210780769225012+0.6290298933586498j),(-2.3814963747157414+65.41056109588386j),(-0.18390448207484655-1.1131604120823118j),(18.71272514084054+22.884578414434635j),(1.7346137231246079e-06+1.7087685983562776e-06j),(-151.90608524623815+21.935517725214375j),(56.841781760790006+54.92073859758301j),(-115.53726990855282+76.70051177178763j),(261.5224156252451+15.00241510482811j),(-3.191621724625372-3.3643779894725703j),(-0.003828682727669118+0.0015365613947202596j)
1.24,(21.623962606149124-1.3049078060733823j),(-158.8890282234984-62.65083116176115j),(0.007511671486414388-0.0018260658349103338j),(50.55091497612178+53.65356927710386j),(-11.252247837372733-28.153459754302332j),(-16.50359038026908-196.55176430885075j),(-9.90825344487391e-10-2.958216935791309e-10j),(0.36261480998148676+3.8423592092727503j),(-0.0006859005109563553-0.0004426093533758907j),(0.2279334056028083+0.5207067403393237j),(14.611646592056568+62.047291191533816j),(-0.4653977580778499-1.0047808902841175j),(25.26662215953041+18.463934089950452j),(1.4816119527304032e-06+9.431463889990238e-07j),(-146.1848016485168+58.30395916322857j),(62.72014292492595+40.588062651803384j),(-92.51378365101489+93.10142960242307j),(254.4787343865907-38.06405032551722j),(-4.251359558627431-2.4796724490582447j),(-0.0032684974167869665+0.002780149578835987j)
1.25,(21.496737733978964-7.532630454675896j),(-172.05457975982623-25.634618736508955j),(0.0067397690603442735-0.004074570852478138j),(64.17239883933821+41.9906677418161j),(-15.338325975196692-23.605835887648414j),(-57.42847932923129-188.87628197360368j),(-4.84314852347742e-10-2.10182178891954e-10j),(1.5080838051883818+3.7839741878954305j),(-0.0007697401766127027-0.00020921452221493077j),(0.29821824706502786+0.40771696150469044j),(29.607742087112193+54.54807227494691j),(-0.6908783765444544-0.8237541423408727j),(30.684155070795175+12.220019717062188j),(1.1849965303798805e-06+4.524668192513312e-07j),(-131.5565496474351+92.81357884197237j),(65.4885156826875+26.134994393332672j),(-67.90809924435877+103.86997285477833j),(236.6384430181762-87.66425257026657j),(-5.0533106904171525-1.2796753964602432j),(-0.002338896280958195+0.0037969494155356883j)
1.26,(19.58437020703789-13.705356643160512j),(-176.1879639301031+13.91272219774055j),(0.005354901437849427-0.005973656935295194j),(74.82853323238587+26.937724608458232j),(-18.231029122632048-18.71753051263617j),(-95.69890525444534-172.43410410433637j),(-2.299662322682916e-10-1.3881315010672052e-10j),(2.6320970029332393+3.3864524187740566j),(-0.0007798525474294472+2.5009262608734933e-05j),(0.33687231350575675+0.2978892333277049j),(41.694710635061895+43.733691585240194j),(-0.8423492315608863-0.5952151219300457j),(34.466056886197926+4.474548402937916j),(9.039250670486883e-07+1.5690335103633717e-07j),(-108.69319487331981+123.25964904745521j),(65.34655720753175+12.184957149715611j),(-42.973663640163636+109.09187660252522j),(209.19814746919457-131.61147366336135j),(-5.508254552521927+0.1559706123615494j),(-0.0011348162939280853+0.004489460802852007j)
