t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
0.21,(0.024093080502779224-0.02015807023855467j),(-0.00037242997321185005-0.0002069302633508883j),(0.00012548490021398466-0.00011616297397474835j),(1.1259625296372301e-07+2.0723047414402412e-07j),(-4.799407668252844e-06+4.620365999611796e-06j),(-0.00018406565581957128-0.00010414603018730405j),(1.0203644551255814e-06+2.5078670175058064e-06j),(-5.578335073973701e-06-0.0004137503931760428j),(0.0003676783895698815-0.0008116611079928824j),(-0.0017653408701077838+0.0016217785622494115j),(5.402889707377055e-06-7.867520623055281e-06j),(-2.9503841051346337e-05-6.12001797242558e-05j),(-4.0158635814205036e-08-1.0644927736484813e-07j),(5.31195366428958e-06-1.8499888157463045e-06j),(2.708181020764139e-06+1.4360357664001238e-06j),(-6.954443845926639e-06-3.9929332128259936e-07j),(0.00023248451094437582-0.00010945156127280478j),(2.80627734799583e-06-1.8391213899907396e-06j),(-2.1773259524490182e-05+4.868771785979747e-05j),(5.954209048865865e-05-0.00010232377041003781j),(0.043965303606308424+0.003372061417372451j),(-5.809622819552707e-07+3.748408515134012e-06j),(-0.0010020400015797537+0.004910797832817543j),(-4.14737139858432e-06-5.1771951024786e-06j),(5.492632953216429e-08+5.59822278801048e-08j),(0.0415397202102221+0.011581199724645271j)
0.22,(0.006683059674745898-0.028249420114228978j),(-0.000476055449882061+1.230102774853131e-05j),(7.534451557141079e-05-0.00018333631324345966j),(2.471229875403684e-07+1.1988747301452083e-07j),(-4.153637947669646e-06+6.542449657589718e-06j),(-0.0002484765658417145-5.722436747389962e-05j),(2.1873997025844138e-06+1.5577641460520973e-06j),(-0.00018397025376256168-0.00041022755148111077j),(-0.00011395704980719552-0.0009309186182900612j),(-0.0006978649052763483+0.0024221639001713344j),(2.1042483822890285e-06-8.847418165637607e-06j),(-5.9379130457601666e-05-4.079728180488735e-05j),(-1.1135970851551465e-07-5.834701669863878e-08j),(3.3915676169998713e-06-4.550471093874761e-06j),(3.006211485262632e-06-5.065982875487872e-07j),(-7.226964158814672e-06+2.496627142111679e-06j),(0.00017387744329820727-0.00020695464890891933j),(1.4595794959749004e-06-3.3089589658067647e-06j),(-1.466143903933451e-06+5.356235056836187e-05j),(-9.060828262822866e-06-0.00011668579993143832j),(0.035774753477048976-0.0227487976742869j),(-6.403787944144624e-07+3.3922486632478473e-06j),(0.0013302068944383042+0.0061203709487496274j),(-6.613883692810495e-06-3.6841109175932108e-06j),(8.497394592674565e-08-3.6657639857554523e-09j),(0.03781366544197485-0.01272135044244056j)
0.23,(-0.01056032406456191-0.024499088390254612j),(-0.0004464994790021744+0.0002879093652715887j),(-1.5146567831724492e-05-0.00022636555220394676j),(3.039764851653129e-07-5.387571496403609e-08j),(-3.0015818736953945e-06+8.731596398805302e-06j),(-0.0003021914479914669+2.823767709475885e-05j),(2.629184470999683e-06+1.5080088541012132e-07j),(-0.00038712789632902773-0.0003216351623238847j),(-0.000616621917801018-0.0007616917190113579j),(0.0007192269196604473+0.0025388875118945954j),(-1.3725816251385008e-06-8.447550802251783e-06j),(-7.506320459956152e-05-5.130573678296301e-06j),(-1.3237915766177875e-07+3.06413884074802e-08j),(2.4759426152666455e-07-5.68953932015862e-06j),(2.065258498615614e-06-2.2208056163451143e-06j),(-6.214143591780854e-06+5.446142374145852e-06j),(7.354505644070433e-05-0.00027311571269181517j),(-6.827892191306269e-07-3.923296147246438e-06j),(1.9364234876079767e-05+5.014726976995859e-05j),(-7.389864366348163e-05-9.046301140463663e-05j),(0.014741037326758064-0.038933118990109254j),(-8.693831659711305e-07+4.5796358182370255e-06j),(0.004411927022998441+0.006788692908348244j),(-8.573797795273792e-06-1.035630035174242e-06j),(6.400380538512656e-08-6.795550639125839e-08j),(0.022197505910739625-0.02916945734882832j)
0.24,(-0.02101441395140189-0.01211950452887074j),(-0.00024383341812628392+0.0005327789561480269j),(-0.00013326738199381428-0.00022036883140443358j),(2.3110802068252102e-07-2.44104940793908e-07j),(-1.011108521843235e-06+1.1021934285004184e-05j),(-0.0003227398487210581+0.00015569388588506614j),(2.2272138732253365e-06-1.2311438172076166e-06j),(-0.0005437263258117166-0.00010341198445599424j),(-0.0009614894652214376-0.000311884306713858j),(0.002053075432652177+0.0018104088970158352j),(-4.261219930922448e-06-6.499728818215597e-06j),(-6.788751675460724e-05+3.573795775305476e-05j),(-8.454279052432845e-08+1.1552484940722811e-07j),(-3.023587863461501e-06-4.7810660412967646e-06j),(2.5168494205909836e-07-2.9774101466236266e-06j),(-3.953552920937535e-06+7.831927481097978e-06j),(-5.2839388985734906e-05-0.0002900500837651837j),(-3.1361128377531476e-06-3.145823331560649e-06j),(3.6310397263499857e-05+3.8746182157054256e-05j),(-0.00011069419107995594-3.2259884887433365e-05j),(-0.010617196863050599-0.041502951642054184j),(6.672655091921095e-07+6.930858836819392e-06j),(0.008081296333458995+0.0073698451860345965j),(-9.493582687715829e-06+2.619800785384894e-06j),(3.3560168291320827e-09-1.0116512374123646e-07j),(0.0018389518383748818-0.03334686196456432j)
0.25,(-0.02180433832448921+0.002570504127989655j),(9.783194999221108e-05+0.0006349713216367309j),(-0.00024756875861858585-0.0001479051848603829j),(4.0796562700868906e-08-3.5594084621695753e-07j),(1.876253469946208e-06+1.3311994959451595e-05j),(-0.00027626610566011233+0.00031164639288630775j),(1.178541406465895e-06-2.1252744552512113e-06j),(-0.0005760984994889811+0.00022062492049018553j),(-0.000992502057496755+0.0002830699591136758j),(0.0027928644586100297+0.000392548428077358j),(-6.00209219378763e-06-3.5323484452501813e-06j),(-3.6841878928508135e-05+6.709343921926033e-05j),(1.1799113268859836e-08+1.4782542748180222e-07j),(-5.178332226579603e-06-2.1763628058269647e-06j),(-1.6185458577459536e-06-2.469096818297366e-06j),(-8.386507957278046e-07+9.151050241475662e-06j),(-0.00017900188736816178-0.0002481208967463934j),(-4.91930545665963e-06-7.401589033761773e-07j),(4.7501762666662535e-05+2.1375067742556384e-05j),(-0.00010829606739863352+3.598320914114552e-05j),(-0.030238249919476344-0.033201449492034j),(4.9960382958598475e-06+8.406834568403558e-06j),(0.010630341738412121+0.00917277233513338j),(-8.872288123414532e-06+6.8877092824880914e-06j),(-6.68605993583714e-08-8.43819524460038e-08j),(-0.015484084154478672-0.02592225752721281j)
0.26,(-0.014292068517632673+0.013507097201354321j),(0.00047710666615894326+0.0005085479689437316j),(-0.00031991971299616514-1.261646345025224e-05j),(-1.9159249332642974e-07-3.2044836479235976e-07j),(6.065869420711016e-06+1.5185383389040697e-05j),(-0.00014093013721706174+0.0004553763164504584j),(-1.2333106607842753e-07-2.282166750094098e-06j),(-0.00039550501290662546+0.0005509955622987499j),(-0.0006570244016481741+0.0008053305835437698j),(0.0025775661670072746-0.0012710694486287558j),(-6.06444132550747e-06-2.759921510029789e-07j),(7.871557335014482e-06+7.423831235299925e-05j),(1.0820280871614665e-07+1.0482661345137608e-07j),(-5.423834977614324e-06+1.2198135750283468e-06j),(-2.7549988827803603e-06-9.088849586796622e-07j),(2.6122593601093714e-06+9.108960843841968e-06j),(-0.0002783608995529894-0.0001509939175202982j),(-4.834068293927203e-06+2.736062128668764e-06j),(4.962381869942839e-05+1.537139388121984e-06j),(-6.740713057107766e-05+8.870110464880902e-05j),(-0.03483514992766341-0.016771035144236245j),(1.1073618235943736e-05+6.336873487889056e-06j),(0.008008718844897079+0.009117370339587223j),(-6.329153127082534e-06+1.1119471233286736e-05j),(-1.1054517673631205e-07-2.3838382511385707e-08j),(-0.02453413125937865-0.01152959275063284j)
0.27,(-0.002975292378034426+0.017309413191403084j),(0.0007529746392741922+0.00017376907542195226j),(-0.00031429944751792884+0.0001570263214303564j),(-3.5480157555928735e-07-1.3450942537711954e-07j),(1.1192779617914033e-05+1.6364832503277816e-05j),(9.217013249372829e-05+0.0005262102275652855j),(-1.219039307530374e-06-1.733478573226239e-06j),(-2.2995784785955452e-05+0.0007524736586391881j),(-5.093552288300675e-05+0.001044014770854331j),(0.001398891333909459-0.0025743557642716438j),(-4.572446777351992e-06+2.4563967897857764e-06j),(5.17439142871461e-05+5.172919869765833e-05j),(1.5173536820466252e-07+5.839522026528785e-09j),(-3.6804582168814053e-06+4.1075203465603605e-06j),(-2.680661509685572e-06+9.94722528575079e-07j),(5.8318974194369895e-06+7.740009974701956e-06j),(-0.0003269224636255151-1.618415601065308e-05j),(-2.238555970397045e-06+5.707693192965262e-06j),(4.2955588190956124e-05-1.7325192263702308e-05j),(-5.0061762745998015e-06+0.00010799270326270178j),(-0.028837033260700553+0.0027370143107476423j),(1.5638731112204318e-05-6.07182000657333e-07j),(0.005244164219227739+0.005339022553004335j),(-1.7383227382419762e-06+1.4405311748246735e-05j),(-1.0559977233187397e-07+5.2522615398771445e-08j),(-0.023857061562367478+0.003629388872156238j)
0.28,(0.007062477778173963+0.0138748863486181j),(0.0008068369172919728-0.00032780643559239645j),(-0.00021578063307232202+0.000315165195265393j),(-3.572609099867603e-07+1.1725912187271947e-07j),(1.7678675860267684e-05+1.6036519500239027e-05j),(0.0003625891921696208+0.00046628223031225564j),(-1.7826395922452598e-06-7.572965327388992e-07j),(0.0004566537785986495+0.0007183205783001284j),(0.0005999676553173151+0.0008528737992798495j),(-0.00040884015430035976-0.002943141733208703j),(-2.1388400194244014e-06+3.908288214372446e-06j),(7.17293110358854e-05+3.803830082342623e-06j),(1.1509977123633713e-07-9.779167923046126e-08j),(-5.78656066137855e-07+5.439378748619552e-06j),(-1.4358031416555886e-06+2.4080990341929875e-06j),(8.29915111200348e-06+5.225035559496224e-06j),(-0.00031165825079999864+0.0001308428244890485j),(2.117470462696769e-06+6.362371216417065e-06j),(2.878217551375103e-05-3.07125754100348e-05j),(5.456402605752221e-05+8.764137529835215e-05j),(-0.016952322953832116+0.015404232986332308j),(1.4785965027364141e-05-1.0634131944279948e-05j),(0.0038298131392526845+0.002455190146491671j),(4.516693648633316e-06+1.5708280872489782e-05j),(-5.251284645213813e-08+1.1020739460783077e-07j),(-0.015761342698885267+0.014389427000383663j)
0.29,(0.01240825803773196+0.006034890325496161j),(0.0005985666617522676-0.0008543176371924396j),(-3.8388579222691416e-05+0.00040879899480697447j),(-1.7891603761428475e-07+3.060441811736316e-07j),(2.4465077603552315e-05+1.4136138066507678e-05j),(0.0005903448428539043+0.00023058116803781188j),(-1.7204847685447607e-06+2.627846118387272e-07j),(0.0008888904655725756+0.0004323640875035288j),(0.0010465871920457735+0.0002655573360789785j),(-0.002228551896067547-0.002159553151113783j),(4.377943104007899e-07+3.7893138819243884e-06j),(5.7809658445425484e-05-5.530317555691239e-05j),(1.6585372228642143e-08-1.4920642277625087e-07j),(2.706831626727065e-06+4.712040399258124e-06j),(4.1523573046844593e-07+2.730695747433173e-06j),(9.712027451018009e-06+1.926085490165548e-06j),(-0.00023307551087599685+0.0002598452733639752j),(6.1840268970157074e-06+3.7947560863887913e-06j),(1.0386021282030922e-05-3.5330665849831654e-05j),(8.997185282902497e-05+3.682694236815811e-05j),(-0.003376902102588246+0.01874938245937722j),(6.87649669951449e-06-1.9091501289719787e-05j),(0.0028034049055354984+0.0007964185112214865j),(1.151974336360212e-05+1.4197865498408448e-05j),(2.7106706204612652e-08+1.2237795017979258e-07j),(-0.004536737791943729+0.018157312684015315j)
0.3,(0.011961413935991096-0.0023567221420406964j),(3.920279871052328e-05-0.0012815598653478524j),(0.0001758657607913752+0.00039954339306386144j),(7.80262252739664e-08+3.05886059701476e-07j),(3.1544031637998524e-05+9.593162131724334e-06j),(0.0006589077069985173-0.00011931112846517151j),(-1.1727503865463947e-06+9.82847351593724e-07j),(0.0011729479064018975-0.0001026558619606195j),(0.0010115246705240896-0.0005460767468367278j),(-0.0032924776714662284-0.0002724357981103875j),(2.206517774286634e-06+2.4946432631711508e-06j),(-5.912563747930194e-07-9.68358281346497e-05j),(-9.029220409437949e-08-1.1703875887199465e-07j),(4.938848059566994e-06+2.1596140613807825e-06j),(2.053403125981896e-06+1.7897515841648338e-06j),(9.830822525122007e-06-1.7079515573096004e-06j),(-0.00010431343154787071+0.00034452636176558705j),(7.661154184559175e-06-1.1618886751417454e-06j),(-6.493619248506149e-06-3.0289097750490422e-05j),(8.731653964833508e-05-2.3403036453389812e-05j),(0.0073545057493087165+0.014483150355779996j),(-5.764867155736138e-06-2.1041191797828044e-05j),(0.0019500261742002782-7.716988937380917e-05j),(1.792168736791019e-05+9.527825816160504e-06j),(9.866866885690491e-08+8.165325046661338e-08j),(0.005404173625115071+0.01537837990565185j)
0.31,(0.007142775081925755-0.008111127794160851j),(-0.0007910252117299692-0.0013908249653749622j),(0.000365337128519153+0.0002773431146659548j),(2.557256176040661e-07+1.149826448217345e-07j),(3.74371846855583e-05+2.4818520301676504e-06j),(0.0004946692347656781-0.0004715269918938731j),(-4.300357277116086e-07+1.2444947911032977e-06j),(0.0011728683485961522-0.0007988284028779152j),(0.0004314388773889445-0.0012359715411783875j),(-0.0030337686311173086+0.0020825714830160903j),(2.7735012478603836e-06+6.966953623038878e-07j),(-8.526619658435591e-05-9.441922766178792e-05j),(-1.4490934803149479e-07-2.030568690252673e-08j),(5.238131222335896e-06-1.255841610585771e-06j),(2.7467117199838925e-06+3.0882702827777483e-09j),(8.590702866287637e-06-5.226495660803892e-06j),(5.0484277075998565e-05+0.0003676255469596298j),(5.470045707130558e-06-6.153141728989294e-06j),(-1.648651390645441e-05-1.8135271851032904e-05j),(4.89678982094708e-05-7.009716486390958e-05j),(0.012473445705449575+0.006269131985967052j),(-1.7711829661907718e-05-1.4292538257675456e-05j),(0.0012704555005323955-0.0004893194258417066j),(2.230033581315478e-05+2.0068994656745193e-06j),(1.3019610470471152e-07+3.661977968862357e-09j),(0.011190038779280266+0.008556752239078206j)
0.32,(0.0006009664690836006-0.00956686077529226j),(-0.0017137184201823804-0.0009788596048309122j),(0.00047161133979406385+6.752418819099917e-05j),(2.3817038334177804e-07-1.5175837443302284e-07j),(4.069101893981899e-05-7.417593046068526e-06j),(0.00014580107783344058-0.0006620968095718586j),(2.2659935742420239e-07+1.073663097877886e-06j),(0.0007783011853212922-0.001523031983922612j),(-0.000548918423162764-0.0014399952527173149j),(-0.00127390817202514+0.004009040101580029j),(2.136680423616534e-06-8.19432136298914e-07j),(-0.00016118493850425175-3.135983331125379e-05j),(-1.1661677226248999e-07+8.734361933174584e-08j),(3.4077454678001737e-06-4.270935478218972e-06j),(2.1512597599994433e-06-1.8846200436334511e-06j),(6.092487647887658e-06-8.119508075672424e-06j),(0.0002031906366684113+0.00032366575146174005j),(2.9958585713647723e-07-8.667110348405037e-06j),(-1.689273825318847e-05-4.860977230269183e-06j),(-1.0883479057394157e-05-8.444984542089398e-05j),(0.011881835312325277-0.0018871835435671017j),(-2.31056579162149e-05-1.0350813952904806e-06j),(0.000748799969924103-0.0006301663272162948j),(2.3386963210466583e-05-7.408399478664196e-06j),(1.0628163214092471e-07-7.823369781491499e-08j),(0.012043752978940215+0.0009422699621998744j)
0.33,(-0.004841343646700609-0.007032048871691657j),(-0.002396803746517055+3.153146940199189e-05j),(0.0004572272714771622-0.00017392977858558323j),(1.8663801695994327e-08-3.289085068478209e-07j),(3.953387919983181e-05-1.840515696521123e-05j),(-0.00023956701311379276-0.0006064115690209022j),(6.034691885440684e-07+6.544649129291605e-07j),(-6.547924015969716e-05-0.002054368738158025j),(-0.0015587465894747713-0.0009473251503247179j),(0.001571178927792005+0.004596497280251805j),(8.358858927455753e-07-1.4434378149132552e-06j),(-0.00018838943736656987+8.066536397503197e-05j),(-2.1672215389606366e-08+1.444943986419682e-07j),(6.026217131914695e-08-5.625894859406444e-06j),(4.315636385804499e-07-3.0109457357651433e-06j),(2.6268268130333474e-06-9.900334448741396e-06j),(0.0003266648914808641+0.00021960050595220477j),(-5.473520754154651e-06-7.220151708495056e-06j),(-1.0066686901635477e-05+2.997129897426925e-06j),(-6.764900153790316e-05-5.8208004058243104e-05j),(0.0074175423963630345-0.00720433161933768j),(-1.8975330721940855e-05+1.3083701939282549e-05j),(0.00036815173429513614-0.0006186856096287206j),(2.041283252957921e-05-1.7201712225779615e-05j),(3.603872876065347e-08-1.285505942587269e-07j),(0.009058675077661366-0.0048724772772623885j)
0.34,(-0.007272732299243845-0.0022028986421903075j),(-0.002450020504077898+0.0014968662885185276j),(0.00032092753852520667-0.0003789158357075854j),(-2.8014087910757385e-07-2.9689970724419284e-07j),(3.3971465493408946e-05-2.7781794879187835e-05j),(-0.00048818456777101213-0.0003475441741423991j),(6.757332236602419e-07+2.0570958150424583e-07j),(-0.0012794002369181986-0.002106569720280485j),(-0.0021363061839243733+0.00017652115921636786j),(0.004569682649620561+0.0032957214833192667j),(-5.211733018214026e-07-9.92308175820287e-07j),(-0.00013911473383292365+0.00020331158223946982j),(8.680514336180092e-08+1.203168737571998e-07j),(-3.53299834163131e-06-4.709394953983806e-06j),(-1.710473266803291e-06-2.8043681391727006e-06j),(-1.3443144080996633e-06-1.0239079774044648e-05j),(0.00039950519595025546+7.190724537067864e-05j),(-9.122672247970666e-06-2.3101352208612855e-06j),(-2.3049465917560327e-06+2.690849468762849e-06j),(-9.69414263816107e-05-7.296203915376344e-07j),(0.001747294531382013-0.008661113483189008j),(-6.76532953257652e-06+2.152345944717081e-05j),(0.00010814515864641049-0.00053617635987718j),(1.3312564787958732e-05-2.5645192576614028e-05j),(-5.11163488136396e-08-1.244024672437508e-07j),(0.004256632065080408-0.007570097367790524j)
0.35000000000000003,(-0.006258285078207598+0.0025240859310244595j),(-0.0015281828219904229+0.00301790337707249j),(9.864170588585992e-05-0.00048806768102007954j),(-5.027688634080006e-07-2.9161775853201052e-08j),(2.6190881881594793e-05-3.402479060000625e-05j),(-0.0005389152924366813-3.904329334385165e-05j),(5.440211520740363e-07-1.1550752486851124e-07j),(-0.002579249455725779-0.0013720582652809986j),(-0.0018816451973184053+0.0016127854357231358j),(0.006472478498678564+3.969778632336319e-05j),(-1.024639087093696e-06+3.9615163008885206e-07j),(-9.716750074291333e-06+0.00028807153986017657j),(1.478235212428828e-07+2.6967385752035634e-08j),(-5.942185901077574e-06-1.719087167412948e-06j),(-3.334080466322516e-06-1.1961764340276882e-06j),(-5.181776018873329e-06-9.01250995226148e-06j),(0.0004077803045413483-9.621202349150188e-05j),(-8.787348238476683e-06+3.976536928968218e-06j),(2.2369210939055094e-07-3.10059179162086e-06j),(-8.409041676137498e-05+6.588441270348423e-05j),(-0.0028816620506599074-0.006931215807751999j),(8.112437412017998e-06+2.03887322071885e-05j),(-5.931715975025038e-05-0.0004171062000032982j),(2.765753080280876e-06-3.09313895849029e-05j),(-1.1766701494665783e-07-6.726087234329312e-08j),(-0.0003487421902664692-0.007271457466844842j)
